Turno;Curso;Unidade de execução;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Slots;Características pedidas;Sala da aula;Lotação
L0718TP03;LFC;Informática de Gestão;FCA3;27;;;Sex;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726-1PL01;LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;EI-PLB1, ET-PLB1;35;;;Qui;21:00:00;22:30:00;3;Laboratório de Informática;;
L0726-1PL01;LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;EI-PLB1, ET-PLB1;35;;;Qui;19:30:00;21:00:00;3;Laboratório de Informática;;
L0726-1PL02;LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;EI-PLB2, ET-PLB2;30;;;Qui;21:00:00;22:30:00;3;Laboratório de Informática;;
L0726-1PL02;LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;EI-PLB2, ET-PLB2;30;;;Qui;19:30:00;21:00:00;3;Laboratório de Informática;;
L0726-1PL03;LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;I-PLB1;44;;;Qui;21:00:00;22:30:00;3;Laboratório de Informática;;
L0726-1PL03;LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;I-PLB1;44;;;Qui;19:30:00;21:00:00;3;Laboratório de Informática;;
L0726-1TP04;LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;I-PLB1, EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;109;;;Seg;18:00:00;19:30:00;3;Anfiteatro aulas;;
L0726PL01;LETI, LEI, LIGE;Sistemas Operativos;EIB3;31;;;Seg;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726PL01;LETI, LEI, LIGE;Sistemas Operativos;EIB3;31;;;Seg;13:00:00;14:30:00;3;Laboratório de Informática;;
L0726PL02;LETI, LEI, LIGE;Sistemas Operativos;EIB4;17;;;Seg;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726PL02;LETI, LEI, LIGE;Sistemas Operativos;EIB4;17;;;Seg;13:00:00;14:30:00;3;Laboratório de Informática;;
L0726PL03;LETI, LEI, LIGE;Sistemas Operativos;ETB1;24;;;Ter;13:00:00;14:30:00;3;Laboratório de Informática;;
L0726PL03;LETI, LEI, LIGE;Sistemas Operativos;ETB1;24;;;Ter;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726PL04;LETI, LEI, LIGE;Sistemas Operativos;ETB2;21;;;Ter;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726PL04;LETI, LEI, LIGE;Sistemas Operativos;ETB2;21;;;Ter;13:00:00;14:30:00;3;Laboratório de Informática;;
L0726PL05;LETI, LEI, LIGE;Sistemas Operativos;EIB1;31;;;Qua;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726PL05;LETI, LEI, LIGE;Sistemas Operativos;EIB1;31;;;Qua;13:00:00;14:30:00;3;Laboratório de Informática;;
L0726PL06;LETI, LEI, LIGE;Sistemas Operativos;EIB2;25;;;Qua;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726PL06;LETI, LEI, LIGE;Sistemas Operativos;EIB2;25;;;Qua;13:00:00;14:30:00;3;Laboratório de Informática;;
L0726PL07;LETI, LEI, LIGE;Sistemas Operativos;ETB3;30;;;Qui;08:00:00;09:30:00;3;Laboratório de Informática;;
L0726PL07;LETI, LEI, LIGE;Sistemas Operativos;ETB3;30;;;Qui;09:30:00;11:00:00;3;Laboratório de Informática;;
L0726PL08;LETI, LEI, LIGE;Sistemas Operativos;ETB4;17;;;Qui;09:30:00;11:00:00;3;Laboratório de Informática;;
L0726PL08;LETI, LEI, LIGE;Sistemas Operativos;ETB4;17;;;Qui;08:00:00;09:30:00;3;Laboratório de Informática;;
L0726PL09;LETI, LEI, LIGE;Sistemas Operativos;IB3;30;;;Qui;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726PL09;LETI, LEI, LIGE;Sistemas Operativos;IB3;30;;;Qui;13:00:00;14:30:00;3;Laboratório de Informática;;
L0726PL10;LETI, LEI, LIGE;Sistemas Operativos;IB4, IB1;54;;;Qui;13:00:00;14:30:00;3;Laboratório de Informática;;
L0726PL10;LETI, LEI, LIGE;Sistemas Operativos;IB4, IB1;54;;;Qui;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726PL11;LETI, LEI, LIGE;Sistemas Operativos;IB2;8;;;Qui;14:30:00;16:00:00;3;Laboratório de Informática;;
L0726PL11;LETI, LEI, LIGE;Sistemas Operativos;IB2;8;;;Qui;13:00:00;14:30:00;3;Laboratório de Informática;;
L0726TP12;LETI, LEI, LIGE;Sistemas Operativos;IB2, IB1, EIB4, EIB3, EIB2, EIB1;159;;;Seg;08:00:00;09:30:00;3;Anfiteatro aulas;;
L0726TP13;LETI, LEI, LIGE;Sistemas Operativos;IB4, IB3, ETB4, ETB3, ETB2, ETB1;129;;;Seg;09:30:00;11:00:00;3;Anfiteatro aulas;;
L0731-1TP01;LETI-PL, LEI-PL, LIGE-PL;Inteligência Artificial;I-PLC1, EI-PLC1, ET-PLC1;63;;;Qua;18:00:00;19:30:00;3;Sala de Aulas normal;;
L0731-1TP01;LETI-PL, LEI-PL, LIGE-PL;Inteligência Artificial;I-PLC1, EI-PLC1, ET-PLC1;63;;;Qui;21:00:00;22:30:00;3;Laboratório de Informática;;
L0731-1TP01;LETI-PL, LEI-PL, LIGE-PL;Inteligência Artificial;I-PLC1, EI-PLC1, ET-PLC1;63;;;Qui;19:30:00;21:00:00;3;Sala de Aulas normal;;
L0731-2TP01;LETI;Inteligência Artificial;ETC2, ETC1;68;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0731-2TP01;LETI;Inteligência Artificial;ETC2, ETC1;68;;;Qui;14:30:00;16:00:00;3;Laboratório de Informática;;
L0731-2TP01;LETI;Inteligência Artificial;ETC2, ETC1;68;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L0731-5TP01;LIGE;Inteligência Artificial;IC2, IC1;69;;;Ter;14:30:00;16:00:00;3;Sala de Aulas normal;;
L0731-5TP01;LIGE;Inteligência Artificial;IC2, IC1;69;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L0731-5TP01;LIGE;Inteligência Artificial;IC2, IC1;69;;;Qui;16:00:00;17:30:00;3;Laboratório de Informática;;
L0731TP01;LEI;Inteligência Artificial;EIC2, EIC1;66;;;Ter;13:00:00;14:30:00;3;Sala de Aulas normal;;
L0731TP01;LEI;Inteligência Artificial;EIC2, EIC1;66;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0731TP01;LEI;Inteligência Artificial;EIC2, EIC1;66;;;Qui;14:30:00;16:00:00;3;Laboratório de Informática;;
L0782-1T02;LETI-PL, LEI-PL, LIGE-PL;Introdução à Programação;I-PLA2, I-PLA1, EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1;125;;;Seg;18:00:00;19:30:00;3;Sala de Aulas normal;;
L0782-1TP03;LETI-PL, LEI-PL, LIGE-PL;Introdução à Programação;EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1;66;;;Qui;21:00:00;22:30:00;3;Laboratório de Informática;;
L0782-1TP03;LETI-PL, LEI-PL, LIGE-PL;Introdução à Programação;EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1;66;;;Qui;19:30:00;21:00:00;3;Laboratório de Informática;;
L0782-1TP04;LETI-PL, LEI-PL, LIGE-PL;Introdução à Programação;I-PLA2, I-PLA1;59;;;Sex;19:30:00;21:00:00;3;Sala de Aulas normal;;
L0782-1TP04;LETI-PL, LEI-PL, LIGE-PL;Introdução à Programação;I-PLA2, I-PLA1;59;;;Sex;21:00:00;22:30:00;3;Sala de Aulas normal;;
L0782T01;LETI, LEI, LIGE;Introdução à Programação;IA4, IA3, IA2, IA1, EIA2, EIA1;126;;;Seg;16:00:00;17:30:00;3;Anfiteatro aulas;;
L0782T02;LETI, LEI, LIGE;Introdução à Programação;EIA4, EIA3, ETA4, ETA3, ETA2, ETA1;132;;;Ter;14:30:00;16:00:00;3;Anfiteatro aulas;;
L0782TP03;LETI, LEI, LIGE;Introdução à Programação;ETA3;20;;;Qua;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP03;LETI, LEI, LIGE;Introdução à Programação;ETA3;20;;;Qua;08:00:00;09:30:00;3;Laboratório de Informática;;
L0782TP04;LETI, LEI, LIGE;Introdução à Programação;ETA4;8;;;Qua;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP04;LETI, LEI, LIGE;Introdução à Programação;ETA4;8;;;Qua;08:00:00;09:30:00;3;Laboratório de Informática;;
L0782TP05;LETI, LEI, LIGE;Introdução à Programação;ETA1;28;;;Qua;11:00:00;12:30:00;3;Laboratório de Informática;;
L0782TP05;LETI, LEI, LIGE;Introdução à Programação;ETA1;28;;;Qua;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP06;LETI, LEI, LIGE;Introdução à Programação;ETA2;28;;;Qua;11:00:00;12:30:00;3;Laboratório de Informática;;
L0782TP06;LETI, LEI, LIGE;Introdução à Programação;ETA2;28;;;Qua;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP07;LETI, LEI, LIGE;Introdução à Programação;EIA4;22;;;Qui;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP07;LETI, LEI, LIGE;Introdução à Programação;EIA4;22;;;Qui;08:00:00;09:30:00;3;Laboratório de Informática;;
L0782TP08;LETI, LEI, LIGE;Introdução à Programação;EIA3;26;;;Qui;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP08;LETI, LEI, LIGE;Introdução à Programação;EIA3;26;;;Qui;08:00:00;09:30:00;3;Laboratório de Informática;;
L0782TP09;LETI, LEI, LIGE;Introdução à Programação;EIA1;27;;;Qui;11:00:00;12:30:00;3;Laboratório de Informática;;
L0782TP09;LETI, LEI, LIGE;Introdução à Programação;EIA1;27;;;Qui;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP10;LETI, LEI, LIGE;Introdução à Programação;EIA2;23;;;Qui;11:00:00;12:30:00;3;Laboratório de Informática;;
L0782TP10;LETI, LEI, LIGE;Introdução à Programação;EIA2;23;;;Qui;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP11;LETI, LEI, LIGE;Introdução à Programação;IA3;21;;;Sex;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP11;LETI, LEI, LIGE;Introdução à Programação;IA3;21;;;Sex;08:00:00;09:30:00;3;Laboratório de Informática;;
L0782TP12;LETI, LEI, LIGE;Introdução à Programação;IA4;13;;;Sex;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP12;LETI, LEI, LIGE;Introdução à Programação;IA4;13;;;Sex;08:00:00;09:30:00;3;Laboratório de Informática;;
L0782TP13;LETI, LEI, LIGE;Introdução à Programação;IA2;18;;;Sex;11:00:00;12:30:00;3;Laboratório de Informática;;
L0782TP13;LETI, LEI, LIGE;Introdução à Programação;IA2;18;;;Sex;09:30:00;11:00:00;3;Laboratório de Informática;;
L0782TP14;LETI, LEI, LIGE;Introdução à Programação;IA1;24;;;Sex;11:00:00;12:30:00;3;Laboratório de Informática;;
L0782TP14;LETI, LEI, LIGE;Introdução à Programação;IA1;24;;;Sex;09:30:00;11:00:00;3;Laboratório de Informática;;
L0784-1PL02;LEI;Fundamentos de Bases de Dados;EIB2, EIB1;53;;;Qua;09:30:00;11:00:00;3;Laboratório de Informática;;
L0784-1PL02;LEI;Fundamentos de Bases de Dados;EIB2, EIB1;53;;;Qua;08:00:00;09:30:00;3;Laboratório de Informática;;
L0784-1PL03;LEI;Fundamentos de Bases de Dados;EIB4, EIB3;46;;;Qua;09:30:00;11:00:00;3;Laboratório de Informática;;
L0784-1PL03;LEI;Fundamentos de Bases de Dados;EIB4, EIB3;46;;;Qua;08:00:00;09:30:00;3;Laboratório de Informática;;
L0784-1T01;LEI;Fundamentos de Bases de Dados;EIB4, EIB3, EIB2, EIB1;99;;;Ter;11:00:00;12:30:00;3;Anfiteatro aulas;;
L0784-2PL03;LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;71;;;Qua;19:30:00;21:00:00;3;Laboratório de Informática;;
L0784-2PL03;LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;71;;;Qua;18:00:00;19:30:00;3;Laboratório de Informática;;
L0784-2PL04;LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;;0;;;Qua;19:30:00;21:00:00;3;0;;
L0784-2PL04;LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;;0;;;Qua;18:00:00;19:30:00;3;0;;
L0784-2PL05;LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;I-PLB1;43;;;Sex;21:00:00;22:30:00;3;Laboratório de Informática;;
L0784-2PL05;LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;I-PLB1;43;;;Sex;19:30:00;21:00:00;3;Laboratório de Informática;;
L0784-2T02;LETI-PL, LEI-PL, LIGE-PL;Fundamentos de Bases de Dados;I-PLB1, EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;113;;;Ter;18:00:00;19:30:00;3;Anfiteatro aulas;;
L0784-3PL02;LETI;Fundamentos de Bases de Dados;ETB4, ETB3;45;;;Sex;09:30:00;11:00:00;3;Laboratório de Informática;;
L0784-3PL02;LETI;Fundamentos de Bases de Dados;ETB4, ETB3;45;;;Sex;08:00:00;09:30:00;3;Laboratório de Informática;;
L0784-3PL03;LETI;Fundamentos de Bases de Dados;ETB2, ETB1;48;;;Sex;09:30:00;11:00:00;3;Laboratório de Informática;;
L0784-3PL03;LETI;Fundamentos de Bases de Dados;ETB2, ETB1;48;;;Sex;08:00:00;09:30:00;3;Laboratório de Informática;;
L0784-3T01;LETI;Fundamentos de Bases de Dados;ETB4, ETB3, ETB2, ETB1;93;;;Ter;09:30:00;11:00:00;3;Sala de Aulas normal;;
L0784-6PL02;LIGE;Fundamentos de Bases de Dados;IB4, IB3;36;;;Qui;09:30:00;11:00:00;3;Laboratório de Informática;;
L0784-6PL02;LIGE;Fundamentos de Bases de Dados;IB4, IB3;36;;;Qui;08:00:00;09:30:00;3;Laboratório de Informática;;
L0784-6PL03;LIGE;Fundamentos de Bases de Dados;IB2, IB1;55;;;Qui;09:30:00;11:00:00;3;Laboratório de Informática;;
L0784-6PL03;LIGE;Fundamentos de Bases de Dados;IB2, IB1;55;;;Qui;08:00:00;09:30:00;3;Laboratório de Informática;;
L0784-6T01;LIGE;Fundamentos de Bases de Dados;IB4, IB3, IB2, IB1;91;;;Ter;08:00:00;09:30:00;3;Anfiteatro aulas;;
L0787-1T01;LETI-PL;Modulação e Codificação;ET-PLC1;15;;;Seg;18:00:00;19:30:00;3;Sala de Aulas normal;;
L0787-1TP03;LETI-PL;Modulação e Codificação;ET-PLC1;15;;;Ter;21:00:00;22:30:00;3;Sala de Aulas normal;;
L0787-1TP03;LETI-PL;Modulação e Codificação;ET-PLC1;15;;;Ter;19:30:00;21:00:00;3;Sala de Aulas normal;;
L0787T01;LETI;Modulação e Codificação;ETC2, ETC1;74;;;Seg;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0787TP04;LETI;Modulação e Codificação;ETC2, ETC1;74;;;Ter;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0787TP04;LETI;Modulação e Codificação;ETC2, ETC1;74;;;Ter;14:30:00;16:00:00;3;Sala de Aulas normal;;
L0816TP01;MCP;História Europeia Comparada;MCPA1;20;;;Ter;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
L0873T01;MIA;Geografia Urbana;ARB2, ARB1;61;;;Sex;13:00:00;14:30:00;3;Sala Aulas Mestrado;;
L0881-1TTP01;ISCTE-IUL;História da Expansão Portuguesa;CI-IEPM2, CI-IEPM1;6;;;Seg;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0881-1TTP01;ISCTE-IUL;História da Expansão Portuguesa;CI-IEPM2, CI-IEPM1;6;;;Seg;14:30:00;16:00:00;3;Sala de Aulas normal;;
L0881T01;LHMC;História da Expansão Portuguesa;HMCA1;49;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L0881TP02;LHMC;História da Expansão Portuguesa;HMCA1;49;;;Qui;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0882-1TTP01;ISCTE-IUL;Colonialismo e Descolonização na Época Contemporânea;CI-IEPM2, CI-IEPM1;7;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0882-1TTP01;ISCTE-IUL;Colonialismo e Descolonização na Época Contemporânea;CI-IEPM2, CI-IEPM1;7;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L0882T01;LHMC;Colonialismo e Descolonização na Época Contemporânea;HMCC1;33;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L0882TP02;LHMC;Colonialismo e Descolonização na Época Contemporânea;HMCC1;33;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0911TP01;LSS-PL;Introdução à Sociologia;SS-PL-A2, SS-PL-A1;57;;;Seg;19:30:00;21:00:00;3;Sala de Aulas normal;;
L0911TP01;LSS-PL;Introdução à Sociologia;SS-PL-A2, SS-PL-A1;57;;;Ter;16:30:00;18:00:00;3;Sala de Aulas normal;;
L0919-1TP01;LS, LS-PL;Sociologia do Direito;S-PL-C2, S-PL-C1, SC3, SC2, SC1;35;;;Ter;09:30:00;11:00:00;3;Sala NEE;;
L0919-1TP01;LS, LS-PL;Sociologia do Direito;S-PL-C2, S-PL-C1, SC3, SC2, SC1;35;;;Ter;11:00:00;12:30:00;3;Sala NEE;;
L0947T01;LGRH;Métodos de Investigação;GRHA2, GRHA1;55;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L0947TP02;LGRH;Métodos de Investigação;GRHA1;29;;;Seg;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0947TP02;LGRH;Métodos de Investigação;GRHA1;29;;;Ter;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0947TP03;LGRH;Métodos de Investigação;GRHA2;26;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L0947TP03;LGRH;Métodos de Investigação;GRHA2;26;;;Qui;16:00:00;17:30:00;3;Sala de Aulas normal;;
L1246-1TP01;LA, LA-PL;Antropologia do Turismo;LAPLB1, A-PLC1, A-C1, A-B1;24;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L1246-1TP01;LA, LA-PL;Antropologia do Turismo;LAPLB1, A-PLC1, A-C1, A-B1;24;;;Qui;16:00:00;17:30:00;3;Sala de Aulas normal;;
L1284TP01;LA, LA-PL;Género, Emoções e Poder;LAPLB1, A-PLC1, A-C1, A-B1;39;;;Seg;13:00:00;14:30:00;3;Sala de Aulas normal;;
L1284TP01;LA, LA-PL;Género, Emoções e Poder;LAPLB1, A-PLC1, A-C1, A-B1;39;;;Qua;13:00:00;14:30:00;3;Sala de Aulas normal;;
L1295-1TP01;LA, LA-PL;Minorias do Sudeste Asiático;A-PLC1, A-C1, A-B1;36;;;Ter;18:00:00;19:30:00;3;Sala de Aulas normal;;
L1295-1TP01;LA, LA-PL;Minorias do Sudeste Asiático;A-PLC1, A-C1, A-B1;36;;;Qui;18:00:00;19:30:00;3;Sala de Aulas normal;;
L1412TP01;LSS-PL, LS, LS-PL;Sociologia da Educação;SS-PL-C2, SS-PL-C1, S-PL-C2, S-PL-C1, SC3, SC2, SC1;24;;;Ter;19:30:00;21:00:00;3;Sala de Aulas normal;;
L1412TP01;LSS-PL, LS, LS-PL;Sociologia da Educação;SS-PL-C2, SS-PL-C1, S-PL-C2, S-PL-C1, SC3, SC2, SC1;24;;;Ter;21:00:00;22:30:00;3;Sala de Aulas normal;;
L1523-1TP01;LIGE;Gestão de Operações;ID1;56;;;Seg;11:00:00;12:30:00;3;Sala de Aulas normal;;
L1523-1TP01;LIGE;Gestão de Operações;ID1;56;;;Seg;09:30:00;11:00:00;3;Sala de Aulas normal;;
L1523TP02;LIGE-PL;Gestão de Operações;I-PLD1;7;;;Ter;18:00:00;19:30:00;3;Sala de Aulas normal;;
L1523TP02;LIGE-PL;Gestão de Operações;I-PLD1;7;;;Ter;19:30:00;21:00:00;3;Sala de Aulas normal;;
L1532TP01;LGIL;Gestão de Operações I;GILB1;53;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L1532TP01;LGIL;Gestão de Operações I;GILB1;53;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L1532TP01;LGIL;Gestão de Operações I;GILB1;53;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L1801TP01;LFC;Marketing Internacional;FCC2, FCC1;40;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L1801TP01;LFC;Marketing Internacional;FCC2, FCC1;40;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L1805-1PL03;LG, LGM;Gestão do Marketing;GA6;41;;;Seg;13:00:00;14:30:00;3;Sala de Aulas normal;;
L1805-1PL03;LG, LGM;Gestão do Marketing;GA6;41;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L1805-1PL04;LG, LGM;Gestão do Marketing;GMKA2;33;;;Ter;13:00:00;14:30:00;3;Sala de Aulas normal;;
L1805-1PL04;LG, LGM;Gestão do Marketing;GMKA2;33;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L1805-1PL05;LG, LGM;Gestão do Marketing;GA5;38;;;Ter;14:30:00;16:00:00;3;Sala de Aulas normal;;
L1805-1PL05;LG, LGM;Gestão do Marketing;GA5;38;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L1805-1PL06;LG, LGM;Gestão do Marketing;GAi;36;;;Qua;08:00:00;09:30:00;3;Sala de Aulas normal;;
L1805-1PL06;LG, LGM;Gestão do Marketing;GAi;36;;;Qui;08:00:00;09:30:00;3;Sala de Aulas normal;;
L1805-1PL07;LG, LGM;Gestão do Marketing;GMKA1;27;;;Qua;16:00:00;17:30:00;3;Sala de Aulas normal;;
L1805-1PL07;LG, LGM;Gestão do Marketing;GMKA1;27;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L1805-1PL08;LG, LGM;Gestão do Marketing;GA7;26;;;Qui;16:00:00;17:30:00;3;Sala de Aulas normal;;
L1805-1PL08;LG, LGM;Gestão do Marketing;GA7;26;;;Sex;13:00:00;14:30:00;3;Sala de Aulas normal;;
L1805-1T01;LG, LGM;Gestão do Marketing;GMKA2, GMKA1, GA7, GA6, GA5;165;;;Seg;14:30:00;16:00:00;3;Anfiteatro aulas;;
L1805-1T02;LG, LGM;Gestão do Marketing;GAi;36;;;Ter;09:30:00;11:00:00;3;Sala de Aulas normal;;
L1805-2PL02;LGIL;Gestão do Marketing;GILA1;29;;;Seg;08:00:00;09:30:00;3;Sala de Aulas normal;;
L1805-2PL02;LGIL;Gestão do Marketing;GILA1;29;;;Qui;08:00:00;09:30:00;3;Sala de Aulas normal;;
L1805-2PL03;LGIL;Gestão do Marketing;GILA2;30;;;Ter;08:00:00;09:30:00;3;Sala de Aulas normal;;
L1805-2PL03;LGIL;Gestão do Marketing;GILA2;30;;;Sex;08:00:00;09:30:00;3;Sala de Aulas normal;;
L1805-2T01;LGIL;Gestão do Marketing;GILA2, GILA1;59;;;Seg;11:00:00;12:30:00;3;Anfiteatro aulas;;
L1805PL02;LFC;Gestão do Marketing;FCA3;32;;;Seg;16:00:00;17:30:00;3;Sala de Aulas normal;;
L1805PL02;LFC;Gestão do Marketing;FCA3;32;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L1805PL03;LFC;Gestão do Marketing;FCA2;31;;;Ter;14:30:00;16:00:00;3;Sala de Aulas normal;;
L1805PL03;LFC;Gestão do Marketing;FCA2;31;;;Qui;14:30:00;16:00:00;3;Sala de Aulas normal;;
L1805PL04;LFC;Gestão do Marketing;FCA1;33;;;Ter;16:00:00;17:30:00;3;Sala de Aulas normal;;
L1805PL04;LFC;Gestão do Marketing;FCA1;33;;;Qui;13:00:00;14:30:00;3;Sala de Aulas normal;;
L1805T01;LFC;Gestão do Marketing;FCA3, FCA2, FCA1;96;;;Qua;13:00:00;14:30:00;3;Anfiteatro aulas;;
L1828TP01;LGM;Direcção Comercial;GMKC1;36;;;Sex;08:00:00;09:30:00;3;Sala de Aulas normal;;
L1828TP01;LGM;Direcção Comercial;GMKC1;36;;;Sex;09:30:00;11:00:00;3;Sala de Aulas normal;;
L1830TP01;LFC, LGM;Marketing Pessoal;GMKC1, FCC2, FCC1;45;;;Ter;09:30:00;11:00:00;3;Sala de Aulas normal;;
L1830TP01;LFC, LGM;Marketing Pessoal;GMKC1, FCC2, FCC1;45;;;Qui;09:30:00;11:00:00;3;Sala de Aulas normal;;
L1836TP01;LGM;Web Marketing e Comércio Electrónico;GMKB1;48;;;Qua;09:30:00;11:00:00;3;Sala de Aulas normal;;
L1836TP01;LGM;Web Marketing e Comércio Electrónico;GMKB1;48;;;Qui;09:30:00;11:00:00;3;Sala de Aulas normal;;
L1903TP01;LGM;Comportamento do Consumidor;GMKB1;55;;;Qua;08:00:00;09:30:00;3;Sala de Aulas normal;;
L1903TP01;LGM;Comportamento do Consumidor;GMKB1;55;;;Sex;08:00:00;09:30:00;3;Sala de Aulas normal;;
L2001-1T01;LETI-PL;Teoria dos Circuitos;ET-PLB2, ET-PLB1;25;;;Qui;18:00:00;19:30:00;3;Sala de Aulas normal;;
L2001-1TP02;LETI-PL;Teoria dos Circuitos;ET-PLB2, ET-PLB1;25;;;Ter;21:00:00;22:30:00;3;Lab ISTA;;
L2001-1TP02;LETI-PL;Teoria dos Circuitos;ET-PLB2, ET-PLB1;25;;;Ter;19:30:00;21:00:00;3;Lab ISTA;;
L2001T01;LETI;Teoria dos Circuitos;ETB4, ETB3, ETB2, ETB1;98;;;Ter;08:00:00;09:30:00;3;Anfiteatro aulas;;
L2001TP02;LETI;Teoria dos Circuitos;ETB4, ETB3;39;;;Qua;11:00:00;12:30:00;3;Lab ISTA;;
L2001TP02;LETI;Teoria dos Circuitos;ETB4, ETB3;39;;;Qua;09:30:00;11:00:00;3;Lab ISTA;;
L2001TP03;LETI;Teoria dos Circuitos;ETB2, ETB1;59;;;Qui;09:30:00;11:00:00;3;Lab ISTA;;
L2001TP03;LETI;Teoria dos Circuitos;ETB2, ETB1;59;;;Qui;08:00:00;09:30:00;3;Lab ISTA;;
L2004-1PL02;LETI-PL;Electrónica Programada e Processamento Digital de Sinais;ET-PLC1;13;;;Qua;21:00:00;22:30:00;3;Sala de Aulas normal;;
L2004-1T01;LETI-PL;Electrónica Programada e Processamento Digital de Sinais;ET-PLC1;13;;;Qui;18:00:00;19:30:00;3;Sala de Aulas normal;;
L2004-1TP03;LETI-PL;Electrónica Programada e Processamento Digital de Sinais;ET-PLC1;13;;;Qua;19:30:00;21:00:00;3;Sala de Aulas normal;;
L2004T01;LETI;Electrónica Programada e Processamento Digital de Sinais;ETC2, ETC1;52;;;Qua;14:30:00;16:00:00;3;Sala de Aulas normal;;
L2004TP02;LETI;Electrónica Programada e Processamento Digital de Sinais;ETC2, ETC1;52;;;Qua;13:00:00;14:30:00;3;Sala de Aulas normal;;
L2004TP03;LETI;Electrónica Programada e Processamento Digital de Sinais;ETC2, ETC1;52;;;Qui;16:00:00;17:30:00;3;Anfiteatro aulas;;
L2101-1PL02;LETI-PL;Electromagnetismo;ET-PLB1;19;;;Sex;16:00:00;17:30:00;3;Lab ISTA;;
