Turno;Curso;Unidade de execução;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Slots;Características pedidas;Sala da aula;Lotação
00424TP01;MS;Migrações Internacionais Contemporâneas;MSocA1, MSA1;8;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00437TP01;LSS-PL;Direito Social;SS-PL-A2, SS-PL-A1;63;;;Qua;19:30:00;21:00:00;3;Sala de Aulas normal;;
00437TP01;LSS-PL;Direito Social;SS-PL-A2, SS-PL-A1;63;;;Qua;18:00:00;19:30:00;3;Sala de Aulas normal;;
00438TP01;LSS-PL;Teoria e História do Serviço Social;SS-PL-A2, SS-PL-A1;58;;;Sex;18:00:00;19:30:00;3;Sala de Aulas normal;;
00438TP01;LSS-PL;Teoria e História do Serviço Social;SS-PL-A2, SS-PL-A1;58;;;Sex;16:30:00;18:00:00;3;Sala de Aulas normal;;
00446TP01;LSS-PL;Serviço Social com Crianças, Jovens e Famílias;SS-PL-B2, SS-PL-B1;46;;;Sex;18:00:00;19:30:00;3;Sala de Aulas normal;;
00446TP01;LSS-PL;Serviço Social com Crianças, Jovens e Famílias;SS-PL-B2, SS-PL-B1;46;;;Sex;16:30:00;18:00:00;3;Sala de Aulas normal;;
00448TP01;LSS-PL;Organização, Gestão, Planeamento e Avaliação em Serviço Social;SS-PL-B2, SS-PL-B1;45;;;Seg;19:30:00;20:30:00;2;Sala de Aulas normal;;
00448TP01;LSS-PL;Organização, Gestão, Planeamento e Avaliação em Serviço Social;SS-PL-B2, SS-PL-B1;45;;;Qua;18:00:00;19:30:00;3;Sala de Aulas normal;;
00448TP01;LSS-PL;Organização, Gestão, Planeamento e Avaliação em Serviço Social;SS-PL-B2, SS-PL-B1;45;;;Qua;16:30:00;18:00:00;3;Sala de Aulas normal;;
00463-1T01;DATMC, MATMC, MEU;Cultura Metropolitana Contemporânea;DATMCA1, MATMCA1;18;;;Qua;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
00463-1T01;DATMC, MATMC, MEU;Cultura Metropolitana Contemporânea;DATMCA1, MATMCA1;18;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00468PL01;DATMC, MATMC;Projecto de Investigação em Arquitectura dos Territórios Metropolitanos Contemporâneos;DATMCA1, MATMCA1;12;;;Ter;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
00468PL01;DATMC, MATMC;Projecto de Investigação em Arquitectura dos Territórios Metropolitanos Contemporâneos;DATMCA1, MATMCA1;12;;;Ter;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00488PL01;LCP;Laboratório de Elaboração de Projectos em Ciência Política;CPC1;38;;;Sex;16:00:00;17:30:00;3;Laboratório de Informática;;
00488PL01;LCP;Laboratório de Elaboração de Projectos em Ciência Política;CPC1;38;;;Sex;14:30:00;16:00:00;3;Laboratório de Informática;;
00488PL01;LCP;Laboratório de Elaboração de Projectos em Ciência Política;CPC1;38;;;Sex;13:00:00;14:30:00;3;Laboratório de Informática;;
00489TP01;LGIL;Gestão Integrada da Qualidade;GILC1;43;;;Seg;09:30:00;11:00:00;3;Sala de Aulas normal;;
00489TP01;LGIL;Gestão Integrada da Qualidade;GILC1;43;;;Seg;08:00:00;09:30:00;3;Sala de Aulas normal;;
00489TP01;LGIL;Gestão Integrada da Qualidade;GILC1;43;;;Ter;11:00:00;12:30:00;3;Sala de Aulas normal;;
00500TP01;LFC;Análise e Modelos de Dados Financeiros;FCC1;46;;;Seg;09:30:00;11:00:00;3;Laboratório de Informática;;
00500TP01;LFC;Análise e Modelos de Dados Financeiros;FCC1;46;;;Qui;11:00:00;12:30:00;3;Sala de Aulas normal;;
00504TP01;MES;Planeamento e Avaliação de Educação e Formação;MESA1;26;;;Qui;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00505-1TP01;MAE, MES, MS;Educação ao Longo da Vida;MAEA1, MSA1, MESA1;26;;;Sex;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00506TP01;MCTRL;Direito do Trabalho e da Segurança Social;MCTRLA1;20;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00511-2TP01;MAE, MPP, MS;Políticas de Educação;MPPA1, MAEA1;22;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00520TP01;MCP;Economia e Políticas Públicas;MCPA1;23;;;Ter;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00525TP01;MCP;Direito e Cidadania;MCPA1;20;;;Qua;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00527TP01;MCP;Governação e Globalização;MCPA1;25;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00528TP01;MCP, MS;Atitudes e Comportamentos Políticos;MCPA1, MSA1;23;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00533TP01;MES;Sociedade Educativa;MESA1;23;;;Sex;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00535S01;MEA;Dissertação de Mestrado em Estudos Africanos: Ramo Estado, Política e Relações Internacionais;MEAPRIB1;0;;;Qui;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00535S01;MEA;Dissertação de Mestrado em Estudos Africanos: Ramo Estado, Política e Relações Internacionais;MEAPRIB1;0;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00537S01;MEA;Dissertação de Mestrado em Estudos Africanos: Ramo Gestão do Desenvolvimento Social e Económico;MEAGDCB1;5;;;Qui;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00537S01;MEA;Dissertação de Mestrado em Estudos Africanos: Ramo Gestão do Desenvolvimento Social e Económico;MEAGDCB1;5;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00542TP01;DPP, MPP;Teoria e História das Políticas Públicas;MPPA1, DPPA1;30;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00548TP02;MAP;Direito da Administração Pública;MAPA1;19;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00550TP02;MAP;Modernização Administrativa e Modelos de Gestão Pública;MAPB1;13;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00551S01;MAP;Dissertação em Administração Pública;MAPB1;19;;;Ter;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00553TP01;MES, MPP, MSS, MS;Métodos de Pesquisa em Ciências Sociais;MESA1;16;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00553TP02;MES, MPP, MSS, MS;Métodos de Pesquisa em Ciências Sociais;MSocA1, MPPA1, MSA1, MSSA1;18;;;Sex;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00554TP02;MAP;Métodos e Técnicas de Investigação em Administração Pública;MAPA1;19;;;Qua;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00555TP01;MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Análise de Indicadores Estatísticos;MEAPRIA1, MEAGDCA1, MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1, MCTRLB1, MESB1;21;;;Ter;20:30:00;22:30:00;4;Laboratório de Informática;;
00556-1TP01;MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Análise de Redes em Ciências Sociais;MEAPRIA1, MEAGDCA1, MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1, MCTRLB1, MESB1;21;;;Qua;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00599T01;MPDRH;Gestão dos Recursos Humanos;MPDRHA1;31;;;Qua;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
00599T01;MPDRH;Gestão dos Recursos Humanos;MPDRHA1;31;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00608S01;DS;Seminário de Projecto de Investigação em Sociologia;DSA1;8;;;Ter;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00617-1PL02;MEPP, MPDRH;Temas e Fontes de Investigação em Economia;MPDRHA1;31;;;Ter;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
00617-1TP06;MEPP, MPDRH;Temas e Fontes de Investigação em Economia;MEPPA1;15;;;Qui;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
00630-1TP02;MPCPCJR, MPCPM;Ética e Desenvolvimento Profissional;MPCPMB1, MPCPCJRA1;13;;;Sex;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
00630-1TP02;MPCPCJR, MPCPM;Ética e Desenvolvimento Profissional;MPCPMB1, MPCPCJRA1;13;;;Sex;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00665-6TP01;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Escrita de Textos Técnicos e Científicos;CI-CT1;26;;;Ter;09:30:00;10:30:00;2;Sala de Aulas normal;;
00665-6TP02;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Escrita de Textos Técnicos e Científicos;CI-CT2;32;;;Qui;09:30:00;10:30:00;2;Sala de Aulas normal;;
00665-6TP03;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Escrita de Textos Técnicos e Científicos;CI-CT3;31;;;Sex;13:00:00;14:00:00;2;Sala de Aulas normal;;
00668-6TP01;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Gestão de Conflitos;CI-CT1;34;;;Ter;09:30:00;10:30:00;2;Sala de Aulas normal;;
00668-6TP02;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Gestão de Conflitos;CI-CT2;28;;;Ter;14:30:00;15:30:00;2;Sala de Aulas normal;;
00673-6TP01;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Métodos e Técnicas de Estudo;CI-CT1;40;;;Ter;11:00:00;12:00:00;2;Sala de Aulas normal;;
00673-6TP02;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Métodos e Técnicas de Estudo;CI-CT2;35;;;Ter;13:00:00;14:00:00;2;Sala de Aulas normal;;
00673-6TP03;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Métodos e Técnicas de Estudo;CI-CT3;15;;;Qui;11:00:00;12:00:00;2;Sala de Aulas normal;;
00673-6TP05;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Métodos e Técnicas de Estudo;CI-CT4;28;;;Sex;11:00:00;12:00:00;2;Sala de Aulas normal;;
00676-6TP02;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Organização Pessoal e Gestão do Tempo;CI-CT1;34;;;Qua;11:00:00;12:30:00;3;Sala de Aulas normal;;
00677-6TP01;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Pensamento Crítico;CI-CT1;33;;;Qua;09:30:00;10:30:00;2;Sala de Aulas normal;;
00677-6TP02;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Pensamento Crítico;CI-CT2;31;;;Qua;14:30:00;15:30:00;2;Sala de Aulas normal;;
00678-5TP01;ISCTE-IUL, LCP, LP, LS, LS-PL, MIA;Pesquisa Bibliográfica e Análise da Informação;CI-CT1;39;;;Ter;09:30:00;10:30:00;2;Sala de Aulas normal;;
00691T01;MSCA;Introdução ao Software de Código Aberto;MSCA-A1;11;;;Sáb;13:00:00;14:30:00;3;Laboratório de Informática;;
00691T01;MSCA;Introdução ao Software de Código Aberto;MSCA-A1;11;;;Sáb;14:30:00;16:00:00;3;Laboratório de Informática;;
00692T01;MSCA;Sistemas Operativos de Código Aberto;MSCA-A1;11;;;Sex;18:00:00;19:30:00;3;Laboratório de Informática;;
00692TP02;MSCA;Sistemas Operativos de Código Aberto;MSCA-A1;11;;;Sáb;08:00:00;09:30:00;3;Laboratório de Informática;;
00693T01;MSCA;Disseminação de Software de Código Aberto;MSCA-A1;12;;;Sáb;16:00:00;17:30:00;3;Sala Aulas Mestrado;;
00693T01;MSCA;Disseminação de Software de Código Aberto;MSCA-A1;12;;;Sáb;17:30:00;19:00:00;3;Sala Aulas Mestrado;;
00701T01;MSCA;Modelos de Negócio e Economia do Software de Código Aberto;MSCA-A1;16;;;Sáb;09:30:00;11:00:00;3;Sala Aulas Mestrado;;
00701T01;MSCA;Modelos de Negócio e Economia do Software de Código Aberto;MSCA-A1;16;;;Sáb;11:00:00;12:30:00;3;Sala Aulas Mestrado;;
00707-2T01;PGIAO, MIASIC, MIG;Sistemas Colaborativos;PGIAOA1, MIGB1, MIGA1;29;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00707-2TP02;PGIAO, MIASIC, MIG;Sistemas Colaborativos;MIGB1, MIGA1;8;;;Ter;18:00:00;19:30:00;3;Laboratório de Informática;;
00707-2TP02;PGIAO, MIASIC, MIG;Sistemas Colaborativos;MIGB1, MIGA1;8;;;Qui;18:00:00;19:30:00;3;Laboratório de Informática;;
00707-2TP03;PGIAO, MIASIC, MIG;Sistemas Colaborativos;PGIAOA1;21;;;Qua;20:30:00;22:30:00;4;Laboratório de Informática;;
00712S01;MIASIC;Seminário de Projecto em Informática Aplicada à Sociedade da Informação e do Conhecimento II;MIASICB1;13;;;Seg;20:30:00;22:30:00;4;Laboratório de Informática;;
00712S01;MIASIC;Seminário de Projecto em Informática Aplicada à Sociedade da Informação e do Conhecimento II;MIASICB1;13;;;Seg;18:00:00;20:00:00;4;Laboratório de Informática;;
00712S01;MIASIC;Seminário de Projecto em Informática Aplicada à Sociedade da Informação e do Conhecimento II;MIASICB1;13;;;Qua;20:30:00;22:30:00;4;Laboratório de Informática;;
00712S01;MIASIC;Seminário de Projecto em Informática Aplicada à Sociedade da Informação e do Conhecimento II;MIASICB1;13;;;Qua;18:00:00;20:00:00;4;Laboratório de Informática;;
00712S01;MIASIC;Seminário de Projecto em Informática Aplicada à Sociedade da Informação e do Conhecimento II;MIASICB1;13;;;Qui;20:30:00;22:30:00;4;Laboratório de Informática;;
00712S01;MIASIC;Seminário de Projecto em Informática Aplicada à Sociedade da Informação e do Conhecimento II;MIASICB1;13;;;Qui;18:00:00;20:00:00;4;Laboratório de Informática;;
00715TTP01;MIG;Metodologias de Investigação em Informática e Gestão;MIGB1, MIGA1;35;;;Qua;19:30:00;21:00:00;3;Sala Aulas Mestrado;;
00715TTP01;MIG;Metodologias de Investigação em Informática e Gestão;MIGB1, MIGA1;35;;;Qua;18:00:00;19:30:00;3;Sala Aulas Mestrado;;
00730TP01;MPCPCJR, MPCPM, MPRI, MPSS;Métodos Qualitativos em Psicologia;MPSSB1, MPSSA1, MPCPMB1, MPCPCJRA1, MPRIB1, MPRIA1;34;;;Qui;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
00730TP01;MPCPCJR, MPCPM, MPRI, MPSS;Métodos Qualitativos em Psicologia;MPSSB1, MPSSA1, MPCPMB1, MPCPCJRA1, MPRIB1, MPRIA1;34;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00750TP01;MGST;Gestão da Inovação e da Tecnologia;MGSTA1;24;;;Ter;11:00:00;12:30:00;3;Sala Aulas Mestrado;;
00750TP01;MGST;Gestão da Inovação e da Tecnologia;MGSTA1;24;;;Ter;09:30:00;11:00:00;3;Sala Aulas Mestrado;;
00753TS01;METI, MEI;Introdução à Investigação em Engenharia;METIB2;5;;;Qui;16:00:00;17:30:00;3;Sala Aulas Mestrado;;
00753TS02;METI, MEI;Introdução à Investigação em Engenharia;METIB1, MEI-SIGCB1, MEI-MB1;72;;;Qui;18:00:00;19:30:00;3;Sala Aulas Mestrado;;
00754TP01;MA;Questões do Conhecimento Antropológico;MAGMMA1;23;;;Ter;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00774TP01;MEECult, MEU, MGEC, MHMC;Inventário e Interpretação Patrimonial;MEEC-PPC-A1, MHMCCPA1;19;;;Ter;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00785TP01;MDE;Negociação Empresarial;MDEDTA1, MDEDSCA1;48;;;Ter;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00788-1TP02;MDE;Metodologias de Investigação em Direito;MDEDTA1, MDEDSCA1;45;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00813TP01;LA, LA-PL;Museus e Colecções;LAPLB1, A-PLC1, A-C1, A-B1;34;;;Seg;18:00:00;19:30:00;3;Sala de Aulas normal;;
00813TP01;LA, LA-PL;Museus e Colecções;LAPLB1, A-PLC1, A-C1, A-B1;34;;;Qua;18:00:00;19:30:00;3;Sala de Aulas normal;;
00831-1PL01;LS;Laboratório de Elaboração de Projectos em Sociologia;SC2;18;;;Sex;14:30:00;16:00:00;3;Laboratório de Informática;;
00831-1PL01;LS;Laboratório de Elaboração de Projectos em Sociologia;SC2;18;;;Sex;13:00:00;14:30:00;3;Laboratório de Informática;;
00831-1PL02;LS;Laboratório de Elaboração de Projectos em Sociologia;SC1;18;;;Sex;14:30:00;16:00:00;3;Laboratório de Informática;;
00831-1PL02;LS;Laboratório de Elaboração de Projectos em Sociologia;SC1;18;;;Sex;13:00:00;14:30:00;3;Laboratório de Informática;;
00831-1PL03;LS;Laboratório de Elaboração de Projectos em Sociologia;SC3;19;;;Sex;14:30:00;16:00:00;3;Laboratório de Informática;;
00831-1PL03;LS;Laboratório de Elaboração de Projectos em Sociologia;SC3;19;;;Sex;13:00:00;14:30:00;3;Laboratório de Informática;;
00831PL02;LS-PL;Laboratório de Elaboração de Projectos em Sociologia;S-PL-C2, S-PL-C1;17;;;Sex;19:30:00;21:00:00;3;Laboratório de Informática;;
00831PL02;LS-PL;Laboratório de Elaboração de Projectos em Sociologia;S-PL-C2, S-PL-C1;17;;;Sex;18:00:00;19:30:00;3;Laboratório de Informática;;
00842-2T01;PGIAO, MAP, MIASIC;Sociedade da Informação e do Conhecimento;MAPA1;18;;;Sex;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00842-2TP02;PGIAO, MAP, MIASIC;Sociedade da Informação e do Conhecimento;MAPA1;18;;;Sex;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
00931TP01;MMA;Mercado da Arte Internacional;MMA-B1;20;;;Seg;18:00:00;20:30:00;5;0;;
00961S01;DPP;Metodologias em Políticas Públicas: o Método Comparativo;DPPA1;21;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
00964S01;DPP;Seminário de Projecto de Investigação em Políticas Públicas;DPPA1;23;;;Ter;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01016TP01;PGSRL;Gestão de Recursos Humanos e Segurança no Trabalho;PG-SRLA1;17;;;Qui;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01016TP01;PGSRL;Gestão de Recursos Humanos e Segurança no Trabalho;PG-SRLA1;17;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01027T01;MPDRH;Comportamento Organizacional (2º Ciclo);MPDRHA1;32;;;Ter;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01069TP01;DF;Investimentos I;DFA1;3;;;Qui;19:00:00;20:30:00;3;Sala Aulas Mestrado;;
01069TP01;DF;Investimentos I;DFA1;3;;;Qui;17:30:00;19:00:00;3;Sala Aulas Mestrado;;
01109-1TP01;LE, LFC, LGM;Economia do Ambiente e dos Recursos Naturais;GMKC1, FCC2, FCC1, EC2, EC1;46;;;Ter;09:30:00;11:00:00;3;Sala de Aulas normal;;
01109-1TP01;LE, LFC, LGM;Economia do Ambiente e dos Recursos Naturais;GMKC1, FCC2, FCC1, EC2, EC1;46;;;Qui;09:30:00;11:00:00;3;Sala de Aulas normal;;
01138S01;DHMC;Seminário de História Moderna e Contemporânea I - Especialidade em Defesa, Relações Internacionais;DHMCA1;1;;;Qui;20:30:00;22:30:00;4;0;;
01144S01;DHMC;Seminário Teórico-Metodológico em História Moderna e Contemporânea I;DHMCA1;6;;;Sex;18:00:00;21:00:00;6;Sala Aulas Mestrado;;
01147-1TP03;MPSS;Saúde e Relações Sociais;MPSSA1;19;;;Qua;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
01148-1TP02;MPSS;Saúde e Processos de Grupo;MPSSA1;17;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01158T01;MEEC;Economia da Empresa e Estratégia Empresarial;MEECA1;35;;;Qui;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
01158T01;MEEC;Economia da Empresa e Estratégia Empresarial;MEECA1;35;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01158T01;MEEC;Economia da Empresa e Estratégia Empresarial;MEECA1;35;;;Sáb;11:00:00;13:00:00;4;Laboratório de Informática;;
01158T01;MEEC;Economia da Empresa e Estratégia Empresarial;MEECA1;35;;;Sáb;09:00:00;11:00:00;4;Laboratório de Informática;;
01174TP01;MEECult;Empreendedorismo em Cultura;MEEC-GC-B1;16;;;Qui;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01177T01;MEEC;Introdução às Finanças da Empresa;MEECA1;36;;;Sex;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
01177T01;MEEC;Introdução às Finanças da Empresa;MEECA1;36;;;Sex;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01185TP01;MC;Reporte Empresarial;MContA1;38;;;Qui;09:30:00;11:00:00;3;Sala Aulas Mestrado;;
01185TP01;MC;Reporte Empresarial;MContA1;38;;;Qui;08:00:00;09:30:00;3;Sala Aulas Mestrado;;
01186TP01;MA;Métodos de Pesquisa em Antropologia (2º Ciclo);MAGMMA1;22;;;Ter;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01190S01;MA;Seminário: Nacionalismos e Etnicidades;MAGMMA1;22;;;Qua;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01194TP01;PGCVD;Introdução à História do Visual na Antropologia;;0;;;Qui;18:00:00;20:00:00;4;Sala de Aulas normal;;
01292-1TP01;LSS-PL, LS-PL;Sociologia da Informação e das Redes;SS-PL-C2, SS-PL-C1, S-PL-C2, S-PL-C1;15;;;Qua;18:00:00;19:30:00;3;Sala de Aulas normal;;
01292-1TP01;LSS-PL, LS-PL;Sociologia da Informação e das Redes;SS-PL-C2, SS-PL-C1, S-PL-C2, S-PL-C1;15;;;Qua;19:30:00;21:00:00;3;Sala de Aulas normal;;
01323TP01;MGST;Simulação de Sistemas e Operações;MGSTA1;23;;;Seg;09:30:00;11:00:00;3;Laboratório de Informática;;
01323TP01;MGST;Simulação de Sistemas e Operações;MGSTA1;23;;;Seg;08:00:00;09:30:00;3;Laboratório de Informática;;
01409S01;DSS;Investigação em Serviço Social;DSSA1;14;;;Seg;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01410S01;DSS;Teorias do Serviço Social;DSSA1;16;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01411S01;DSS;Problemas Sociais Contemporâneos;DSSA1;8;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01413S01;DSS;Políticas Públicas de Protecção Social;DSSA1;15;;;Ter;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01476-3PL01;MCE, MPRI;Métodos de Investigação em Psicologia I;MCEA1, MPRIB1, MPRIA1;3;;;Ter;18:00:00;20:00:00;4;Laboratório de Informática;;
01476-3TP02;MCE, MPRI;Métodos de Investigação em Psicologia I;MCEA1, MPRIA1;14;;;Ter;20:00:00;22:00:00;4;Laboratório de Informática;;
01549-6TP01;ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Empreendedorismo I - Introdução ao Empreendedorismo e Oportunidades de Negócio;CI-CT1;26;;;Qui;11:00:00;12:30:00;3;Sala de Aulas normal;;
01627TP01;MS;Globalização, Justiça Social e Direitos Humanos;MSocA1, MSA1;8;;;Qua;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01667TP01;MAE;Direito da Educação;MAEA1;22;;;Qui;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01670S01;MAE;Dissertação em Administração Escolar;MAEB1;16;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01673TP01;MAE;Comunicação em Educação;MAEA1;11;;;Sex;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01675TP01;MAE;Gestão da Qualidade em Educação;MAEA1;21;;;Sex;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01686TP01;MPRI;Conceitos Fundamentais de Interacção Social, de Relações e dos Grupos;MPRIA1;15;;;Qua;20:00:00;22:00:00;4;Sala Aulas Mestrado;;
01686TP01;MPRI;Conceitos Fundamentais de Interacção Social, de Relações e dos Grupos;MPRIA1;15;;;Qua;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01704S01;DCCo;Tese em Ciências da Comunicação;;0;;;Qui;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01704S01;DCCo;Tese em Ciências da Comunicação;;0;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01705-1TP01;DPP;Análise e Desenho de Políticas Públicas;DPPA1;22;;;Seg;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01705-2TP02;PGPPSDN, MPP;Análise e Desenho de Políticas Públicas;PG PPSDN_01, MPPA1;29;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01706TP02;DPP, MPP;Políticas Públicas Europeias e Internacionais;DPPA1;19;;;Ter;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01706TP03;DPP, MPP;Políticas Públicas Europeias e Internacionais;MPPA1;21;;;Ter;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01710TP01;MPP;Planeamento de Políticas Públicas;MPPA1;15;;;Qui;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01714TP01;MPP;Marketing Político;MPPA1;12;;;Seg;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01718TP01;MCCTI, MS;Dinâmicas Sociais da Internet;MCCTI-ICR-A1, MCCTI-CP-A1, MCCTI-CIC-A1, MCCTI-MJ-A1, MSA1;61;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01720TP01;MCCTI;Teorias em Média e Comunicação;MCCTI-ICR-A1, MCCTI-CP-A1, MCCTI-CIC-A1, MCCTI-MJ-A1;52;;;Ter;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01721TP01;MCCTI;Média e Opinião Pública;MCCTI-CP-A1;18;;;Qui;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01724TP01;MCCTI, MEECult, MGEC;Globalização, Arte e Cultura;MEEC-EIC-B1, MCCTI-CIC-A1;27;;;Seg;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01725-1TP01;MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;;0;;;Qua;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01725-1TP02;MCCTI, MEECult, MGEC;Organizações, Profissões e Criatividade;MGEC-EIC-B1, MEEC-EIC-A1, MCCTI-CIC-A1;29;;;Qua;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01726TP01;MEECult, MGEC, MS;Recepção, Fruição e Públicos da Cultura;MEEC-PPC-A1, MEEC-M-A1, MEEC-GC-A1, MEEC-EIC-A1, MSA1;47;;;Seg;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01727TP01;MCCTI;Culturas Digitais, Fãs e Web 2.0;MCCTI-ICR-A1;16;;;Qua;20:30:00;22:30:00;4;Sala Aulas Mestrado;;
01729TP01;MCCTI;Participação Política e Poder na Era Digital;MCCTI-ICR-A1;13;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
01731TP01;MCCTI;Estudos Críticos em Média e Jornalismo;MCCTI-MJ-A1;16;;;Qui;18:00:00;20:00:00;4;Sala Aulas Mestrado;;
