Turno;Curso;Unidade de execução;Turmas;Inscritos;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;slots;Dia da Semana;Inicio;Fim;Características da sala pedida para a aula;Sala;Lotação;Turno
02854TP01;LSS-PL;Metodologias do Serviço Social na Saúde;"SS-PL-C2, SS-PL-C1";27;;;6;Sex;;;Sala de Aulas normal;;;1
02855TP01;LSS-PL;Intervenção Social com Pessoas Idosas;"SS-PL-C2, SS-PL-C1";19;;;6;Sex;;;Sala de Aulas normal;;;1
02858TP01;LCP;Economia Política e Globalização;CPC1;26;;;6;Qua;;;Sala NEE;;;1
02866TPLTP01;METI;Sistemas Distribuídos de Sensores Inteligentes;METIB1;9;;;6;Ter;;;Lab ISTA;;;0
02872S01;MSS;Seminário Avançado em Serviço Social na Saúde;"MSSB1, MSSA1";17;;;4;Ter;;;Sala Aulas Mestrado;;;0
02873S01;MSS;Seminário Avançado em Serviço Social no Envelhecimento;"MSSB1, MSSA1";16;;;4;Ter;;;Sala Aulas Mestrado;;;0
02874S01;MSS;Seminário Avançado em Serviço Social na Deficiência;"MSSB1, MSSA1";15;;;4;Ter;;;Sala Aulas Mestrado;;;0
02887TP01;MGRHCO;Inovação e Mudança Organizacional (2c);MGRHCOA1;27;;;6;Seg;;;Sala Aulas Mestrado Plus;;;1
02887TP01;MGRHCO;Inovação e Mudança Organizacional (2c);MGRHCOA1;27;;;6;Qua;;;Sala Aulas Mestrado Plus;;;1
02887TP02;MGRHCO;Inovação e Mudança Organizacional (2c);MGRHCOA2;18;;;6;Ter;;;Sala Aulas Mestrado Plus;;;1
02887TP02;MGRHCO;Inovação e Mudança Organizacional (2c);MGRHCOA2;18;;;6;Qui;;;Sala Aulas Mestrado Plus;;;1
02888TP01;MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;MGRHCOA1;26;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
02888TP01;MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;MGRHCOA1;26;;;3;Qua;;;Laboratório de Informática;;;1
02888TP02;MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;MGRHCOA2;18;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
02888TP02;MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;MGRHCOA2;18;;;3;Qua;;;Laboratório de Informática;;;1
02892TP01;MGRHCO;Sistemas de Recursos Humanos e Gestão de Recompensas;MGRHCOA2;18;;;6;Seg;;;Sala Aulas Mestrado Plus;;;1
02892TP01;MGRHCO;Sistemas de Recursos Humanos e Gestão de Recompensas;MGRHCOA2;18;;;6;Qua;;;Sala Aulas Mestrado Plus;;;1
02892TP02;MGRHCO;Sistemas de Recursos Humanos e Gestão de Recompensas;MGRHCOA1;28;;;6;Ter;;;Sala Aulas Mestrado Plus;;;1
02892TP02;MGRHCO;Sistemas de Recursos Humanos e Gestão de Recompensas;MGRHCOA1;28;;;6;Qui;;;Sala Aulas Mestrado Plus;;;1
02916TP02;DSS;Métodos Avançados de Análise de Dados (Dss);DSSA1;9;;;4;Ter;;;Sala Aulas Mestrado;;;0
02963TP01;MESS;História das Teorias Económicas;MESSA1;13;;;8;Qua;;;Sala Aulas Mestrado;;;0
02965TP01;DCP;Sistemas Políticos de América Latina;;0;;;4;Seg;;;Sala Aulas Mestrado;;;0
02993TP01;226;Programação Linear para A Tomada de Decisão;D;22;;;4;Ter;;;Sala de Aulas normal;;;1
02993TP01;226;Programação Linear para A Tomada de Decisão;D;22;;;4;Sex;;;Sala de Aulas normal;;;1
02993TP02;226;Programação Linear para A Tomada de Decisão;B;25;;;4;Ter;;;Sala de Aulas normal;;;1
02993TP02;226;Programação Linear para A Tomada de Decisão;B;25;;;4;Sex;;;Sala de Aulas normal;;;1
02993TP03;226;Programação Linear para A Tomada de Decisão;A;24;;;4;Ter;;;Sala de Aulas normal;;;1
02993TP03;226;Programação Linear para A Tomada de Decisão;A;24;;;4;Sex;;;Sala de Aulas normal;;;1
02993TP04;226;Programação Linear para A Tomada de Decisão;C;21;;;4;Ter;;;Sala de Aulas normal;;;1
02993TP04;226;Programação Linear para A Tomada de Decisão;C;21;;;4;Sex;;;Sala de Aulas normal;;;1
02996TP01;226;Introdução à Programação (Iefp);D;22;;;4;Seg;;;Sala de Aulas normal;;;1
02996TP01;226;Introdução à Programação (Iefp);D;22;;;3;Qui;;;Sala de Aulas normal;;;1
02996TP02;226;Introdução à Programação (Iefp);B;25;;;4;Seg;;;Sala de Aulas normal;;;1
02996TP02;226;Introdução à Programação (Iefp);B;25;;;4;Qui;;;Sala de Aulas normal;;;1
02996TP03;226;Introdução à Programação (Iefp);A;24;;;4;Seg;;;Sala de Aulas normal;;;1
02996TP03;226;Introdução à Programação (Iefp);A;24;;;4;Qui;;;Sala de Aulas normal;;;1
02996TP04;226;Introdução à Programação (Iefp);C;21;;;4;Seg;;;Sala de Aulas normal;;;1
02996TP04;226;Introdução à Programação (Iefp);C;21;;;4;Qui;;;Sala de Aulas normal;;;1
02997TP01;226;Programação em Ferramentas Office Avançadas;D;22;;;4;Ter;;;Sala de Aulas normal;;;1
02997TP01;226;Programação em Ferramentas Office Avançadas;D;22;;;4;Sex;;;Sala de Aulas normal;;;1
02997TP02;226;Programação em Ferramentas Office Avançadas;A;24;;;4;Ter;;;Sala de Aulas normal;;;1
02997TP02;226;Programação em Ferramentas Office Avançadas;A;24;;;4;Sex;;;Sala de Aulas normal;;;1
02997TP03;226;Programação em Ferramentas Office Avançadas;B;25;;;4;Ter;;;Sala de Aulas normal;;;1
02997TP03;226;Programação em Ferramentas Office Avançadas;B;25;;;4;Sex;;;Sala de Aulas normal;;;1
02997TP04;226;Programação em Ferramentas Office Avançadas;C;21;;;4;Ter;;;Sala de Aulas normal;;;1
02997TP04;226;Programação em Ferramentas Office Avançadas;C;21;;;4;Sex;;;Sala de Aulas normal;;;1
03002TP01;226;Introdução ao Software de Código Aberto (Iefp);D;22;;;4;Qua;;;Sala de Aulas normal;;;1
03002TP02;226;Introdução ao Software de Código Aberto (Iefp);A;24;;;4;Qua;;;Sala de Aulas normal;;;1
03002TP03;226;Introdução ao Software de Código Aberto (Iefp);B;25;;;4;Qua;;;Sala de Aulas normal;;;1
03002TP04;226;Introdução ao Software de Código Aberto (Iefp);C;21;;;4;Qua;;;Sala de Aulas normal;;;1
03008TP01;226;Introdução à Gestão (Iefp);D;22;;;4;Seg;;;Sala de Aulas normal;;;1
03008TP01;226;Introdução à Gestão (Iefp);D;22;;;4;Qui;;;Sala de Aulas normal;;;1
03008TP02;226;Introdução à Gestão (Iefp);A;24;;;4;Seg;;;Sala de Aulas normal;;;1
03008TP02;226;Introdução à Gestão (Iefp);A;24;;;4;Qui;;;Sala de Aulas normal;;;1
03008TP03;226;Introdução à Gestão (Iefp);B;25;;;4;Seg;;;Sala de Aulas normal;;;1
03008TP03;226;Introdução à Gestão (Iefp);B;25;;;4;Qui;;;Sala de Aulas normal;;;1
03008TP04;226;Introdução à Gestão (Iefp);C;21;;;4;Seg;;;Sala de Aulas normal;;;1
03008TP04;226;Introdução à Gestão (Iefp);C;21;;;4;Qui;;;Sala de Aulas normal;;;1
03010TP02;226;Liderança de Equipas e Gestão de Conflitos (Iefp);B;25;;;4;Qua;;;Sala de Aulas normal;;;1
03010TP03;226;Liderança de Equipas e Gestão de Conflitos (Iefp);A;24;;;4;Qua;;;Sala de Aulas normal;;;1
03010TP04;226;Liderança de Equipas e Gestão de Conflitos (Iefp);D;22;;;4;Qua;;;Sala de Aulas normal;;;1
03010TP05;226;Liderança de Equipas e Gestão de Conflitos (Iefp);C;21;;;4;Qua;;;Sala de Aulas normal;;;1
ADesTP01;LGRH;Avaliação de Desempenho;GRHB1;60;;;6;Ter;;;Sala de Aulas normal;;;1
ADTP01;LGRH;Análise de Dados;GRHB1;74;;;3;Seg;;;Sala de Aulas normal;;;1
ADTP01;LGRH;Análise de Dados;GRHB1;74;;;6;Qui;;;Laboratório de Informática;;;1
ADTP01;LGRH;Análise de Dados;GRHB1;74;;;6;Sex;;;Sala de Aulas normal;;;1
AFETP01;LGRH;Análise e Finanças de Empresa;GRHB1;57;;;3;Qua;;;Sala de Aulas normal;;;1
AFETP01;LGRH;Análise e Finanças de Empresa;GRHB1;57;;;6;Qui;;;Sala de Aulas normal;;;1
C&MTP01;"MEECult, MGEC, MHMC";Conservação e Manutenção;"MGEC-M-B1, MEEC-M-A1, MHMCCPB1";17;;;4;Qua;;;Sala Aulas Mestrado;;;0
CG-IITP01;LG;Contabilidade de Gestão II;GBi;22;;;3;Seg;;;Sala de Aulas normal;;;1
CG-IITP01;LG;Contabilidade de Gestão II;GBi;22;;;3;Qui;;;Sala de Aulas normal;;;1
CG-IITP01;LG;Contabilidade de Gestão II;GBi;22;;;3;Sex;;;Sala de Aulas normal;;;1
CG-IITP02;LG;Contabilidade de Gestão II;GB5;38;;;3;Seg;;;Sala de Aulas normal;;;1
CG-IITP02;LG;Contabilidade de Gestão II;GB5;38;;;3;Qui;;;Sala de Aulas normal;;;1
CG-IITP02;LG;Contabilidade de Gestão II;GB5;38;;;3;Sex;;;Sala de Aulas normal;;;1
CG-IITP03;LG;Contabilidade de Gestão II;"GB7, GB6";56;;;3;Seg;;;Anfiteatro aulas;;;1
CG-IITP03;LG;Contabilidade de Gestão II;"GB7, GB6";56;;;3;Qui;;;Anfiteatro aulas;;;1
CG-IITP03;LG;Contabilidade de Gestão II;"GB7, GB6";56;;;3;Sex;;;Anfiteatro aulas;;;1
CG-IITP04;LG;Contabilidade de Gestão II;GB1;41;;;3;Ter;;;Sala de Aulas normal;;;1
CG-IITP04;LG;Contabilidade de Gestão II;GB1;41;;;3;Qui;;;Sala de Aulas normal;;;1
CG-IITP04;LG;Contabilidade de Gestão II;GB1;41;;;3;Sex;;;Sala de Aulas normal;;;1
CG-IITP05;LG;Contabilidade de Gestão II;GB2;42;;;3;Ter;;;Sala de Aulas normal;;;1
CG-IITP05;LG;Contabilidade de Gestão II;GB2;42;;;3;Qui;;;Sala de Aulas normal;;;1
CG-IITP05;LG;Contabilidade de Gestão II;GB2;42;;;3;Sex;;;Sala de Aulas normal;;;1
CG-IITP06;LG;Contabilidade de Gestão II;GB3;41;;;3;Ter;;;Sala de Aulas normal;;;1
CG-IITP06;LG;Contabilidade de Gestão II;GB3;41;;;3;Qui;;;Sala de Aulas normal;;;1
CG-IITP06;LG;Contabilidade de Gestão II;GB3;41;;;3;Sex;;;Sala de Aulas normal;;;1
CG-IITP07;LG;Contabilidade de Gestão II;GB4;39;;;3;Qua;;;Sala de Aulas normal;;;1
CG-IITP07;LG;Contabilidade de Gestão II;GB4;39;;;3;Qui;;;Sala de Aulas normal;;;1
CG-IITP07;LG;Contabilidade de Gestão II;GB4;39;;;3;Sex;;;Sala de Aulas normal;;;1
DMOTP01;LGRH;Diagnóstico e Mudança Organizacional;GRHC1;52;;;6;Seg;;;Sala de Aulas normal;;;1
DNPAPDTP01;PGPPSDN;"Defesa Nacional: Politicas, Atores e Processos de Decisão";PG PPSDN_01;8;;;4;Ter;;;Não necessita de sala;;;0
DSRCTP01;LGRH;Desenho de Sistemas de Recompensa e Carreiras;GRHB1;72;;;6;Seg;;;Sala de Aulas normal;;;1
DSRCTP01;LGRH;Desenho de Sistemas de Recompensa e Carreiras;GRHB1;72;;;3;Qua;;;Sala de Aulas normal;;;1
EDNTP01;PGPPSDN;Economia e Defesa Nacional;PG PPSDN_01;8;;;4;Qua;;;Sala Aulas Mestrado;;;0
EETP01;LG;Estratégia Empresarial;GC1;39;;;3;Seg;;;Sala de Aulas normal;;;1
EETP01;LG;Estratégia Empresarial;GC1;39;;;3;Qua;;;Sala de Aulas normal;;;1
EETP01;LG;Estratégia Empresarial;GC1;39;;;3;Sex;;;Sala de Aulas normal;;;1
EETP02;LG;Estratégia Empresarial;GCi;38;;;3;Seg;;;Sala de Aulas normal;;;1
EETP02;LG;Estratégia Empresarial;GCi;38;;;3;Qui;;;Sala de Aulas normal;;;1
EETP02;LG;Estratégia Empresarial;GCi;38;;;3;Sex;;;Sala de Aulas normal;;;1
EETP03;LG;Estratégia Empresarial;GC6;34;;;3;Seg;;;Sala de Aulas normal;;;1
EETP03;LG;Estratégia Empresarial;GC6;34;;;3;Ter;;;Sala de Aulas normal;;;1
EETP03;LG;Estratégia Empresarial;GC6;34;;;3;Sex;;;Sala de Aulas normal;;;1
EETP04;LG;Estratégia Empresarial;GC2;44;;;3;Ter;;;Sala de Aulas normal;;;1
EETP04;LG;Estratégia Empresarial;GC2;44;;;3;Qua;;;Sala de Aulas normal;;;1
EETP04;LG;Estratégia Empresarial;GC2;44;;;3;Qui;;;Sala de Aulas normal;;;1
EETP05;LG;Estratégia Empresarial;GC4;34;;;3;Ter;;;Sala de Aulas normal;;;1
EETP05;LG;Estratégia Empresarial;GC4;34;;;3;Qua;;;Sala de Aulas normal;;;1
EETP05;LG;Estratégia Empresarial;GC4;34;;;3;Sex;;;Sala de Aulas normal;;;1
EETP06;LG;Estratégia Empresarial;GC5;32;;;3;Ter;;;Sala de Aulas normal;;;1
EETP06;LG;Estratégia Empresarial;GC5;32;;;3;Qui;;;Sala de Aulas normal;;;1
EETP06;LG;Estratégia Empresarial;GC5;32;;;3;Sex;;;Sala de Aulas normal;;;1
EETP07;LG;Estratégia Empresarial;GC3;39;;;3;Qua;;;Sala de Aulas normal;;;1
EETP07;LG;Estratégia Empresarial;GC3;39;;;3;Qui;;;Sala de Aulas normal;;;1
EETP07;LG;Estratégia Empresarial;GC3;39;;;3;Sex;;;Sala de Aulas normal;;;1
E-ITP01;LG;Estatística I;GB4;39;;;3;Seg;;;Sala de Aulas normal;;;1
E-ITP01;LG;Estatística I;GB4;39;;;3;Ter;;;Sala de Aulas normal;;;1
E-ITP01;LG;Estatística I;GB4;39;;;3;Sex;;;Sala de Aulas normal;;;1
E-ITP02;LG;Estatística I;GB1;41;;;3;Seg;;;Sala de Aulas normal;;;1
E-ITP02;LG;Estatística I;GB1;41;;;3;Ter;;;Sala de Aulas normal;;;1
E-ITP02;LG;Estatística I;GB1;41;;;3;Qua;;;Sala de Aulas normal;;;1
E-ITP03;LG;Estatística I;GBi;30;;;3;Seg;;;Sala de Aulas normal;;;1
E-ITP03;LG;Estatística I;GBi;30;;;3;Qua;;;Sala de Aulas normal;;;1
E-ITP03;LG;Estatística I;GBi;30;;;3;Sex;;;Sala de Aulas normal;;;1
E-ITP04;LG;Estatística I;GB3;43;;;3;Ter;;;Sala de Aulas normal;;;1
E-ITP04;LG;Estatística I;GB3;43;;;3;Qua;;;Sala de Aulas normal;;;1
E-ITP04;LG;Estatística I;GB3;43;;;3;Sex;;;Sala de Aulas normal;;;1
E-ITP05;LG;Estatística I;GB2;42;;;3;Ter;;;Sala de Aulas normal;;;1
E-ITP05;LG;Estatística I;GB2;42;;;3;Qui;;;Sala de Aulas normal;;;1
E-ITP05;LG;Estatística I;GB2;42;;;3;Sex;;;Sala de Aulas normal;;;1
E-ITP06;LG;Estatística I;GB7;28;;;3;Ter;;;Sala de Aulas normal;;;1
E-ITP06;LG;Estatística I;GB7;28;;;3;Qua;;;Sala de Aulas normal;;;1
E-ITP06;LG;Estatística I;GB7;28;;;3;Qui;;;Sala de Aulas normal;;;1
E-ITP07;LG;Estatística I;GB6;25;;;3;Ter;;;Sala de Aulas normal;;;1
E-ITP07;LG;Estatística I;GB6;25;;;3;Qua;;;Sala de Aulas normal;;;1
E-ITP07;LG;Estatística I;GB6;25;;;3;Qui;;;Sala de Aulas normal;;;1
E-ITP08;LG;Estatística I;GB5;25;;;3;Ter;;;Sala de Aulas normal;;;1
E-ITP08;LG;Estatística I;GB5;25;;;3;Qua;;;Sala de Aulas normal;;;1
E-ITP08;LG;Estatística I;GB5;25;;;3;Qui;;;Sala de Aulas normal;;;1
ERSETP01;MGE;"Ética, Responsabilidade e Sustentabilidade Empresarial";MGEA1;28;;;6;Seg;;;Sala Aulas Mestrado Plus;;;1
ERSETP02;MGE;"Ética, Responsabilidade e Sustentabilidade Empresarial";MGEA2;31;;;6;Sex;;;Sala Aulas Mestrado;;;1
FE-ITP01;MF;Finanças Empresariais (I);MFA1;30;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
FE-ITP01;MF;Finanças Empresariais (I);MFA1;30;;;3;Qui;;;Sala Aulas Mestrado Plus;;;1
FEmpTP01;LG;Finanças de Empresa;GC4;41;;;3;Ter;;;Sala de Aulas normal;;;1
FEmpTP01;LG;Finanças de Empresa;GC4;41;;;3;Qua;;;Sala de Aulas normal;;;1
FEmpTP01;LG;Finanças de Empresa;GC4;41;;;3;Qui;;;Sala de Aulas normal;;;1
FEmpTP02;LG;Finanças de Empresa;GC5;41;;;3;Ter;;;Sala de Aulas normal;;;1
FEmpTP02;LG;Finanças de Empresa;GC5;41;;;3;Qua;;;Sala de Aulas normal;;;1
FEmpTP02;LG;Finanças de Empresa;GC5;41;;;3;Qui;;;Sala de Aulas normal;;;1
FEmpTP03;LG;Finanças de Empresa;GCi;42;;;3;Ter;;;Sala de Aulas normal;;;1
FEmpTP03;LG;Finanças de Empresa;GCi;42;;;3;Qua;;;Sala de Aulas normal;;;1
FEmpTP03;LG;Finanças de Empresa;GCi;42;;;3;Qui;;;Sala de Aulas normal;;;1
FEmpTP04;LG;Finanças de Empresa;GC6;34;;;3;Qua;;;Sala de Aulas normal;;;1
FEmpTP04;LG;Finanças de Empresa;GC6;34;;;3;Qui;;;Sala de Aulas normal;;;1
FEmpTP04;LG;Finanças de Empresa;GC6;34;;;3;Sex;;;Sala de Aulas normal;;;1
FEmpTP05;LG;Finanças de Empresa;GC2;41;;;3;Qua;;;Sala de Aulas normal;;;1
FEmpTP05;LG;Finanças de Empresa;GC2;41;;;3;Qui;;;Sala de Aulas normal;;;1
FEmpTP05;LG;Finanças de Empresa;GC2;41;;;3;Sex;;;Sala de Aulas normal;;;1
FEmpTP06;LG;Finanças de Empresa;GC3;39;;;3;Qua;;;Sala de Aulas normal;;;1
FEmpTP06;LG;Finanças de Empresa;GC3;39;;;3;Qui;;;Sala de Aulas normal;;;1
FEmpTP06;LG;Finanças de Empresa;GC3;39;;;3;Sex;;;Sala de Aulas normal;;;1
FEmpTP07;LG;Finanças de Empresa;GC1;43;;;3;Qua;;;Sala de Aulas normal;;;1
FEmpTP07;LG;Finanças de Empresa;GC1;43;;;3;Qui;;;Sala de Aulas normal;;;1
FEmpTP07;LG;Finanças de Empresa;GC1;43;;;3;Sex;;;Sala de Aulas normal;;;1
FTP01;LG;Fiscalidade;GB7;30;;;3;Seg;;;Sala de Aulas normal;;;1
FTP01;LG;Fiscalidade;GB7;30;;;3;Qua;;;Sala de Aulas normal;;;1
FTP01;LG;Fiscalidade;GB7;30;;;3;Sex;;;Sala de Aulas normal;;;1
FTP02;LG;Fiscalidade;GB5;41;;;3;Ter;;;Sala de Aulas normal;;;1
FTP02;LG;Fiscalidade;GB5;41;;;3;Qua;;;Sala de Aulas normal;;;1
FTP02;LG;Fiscalidade;GB5;41;;;3;Sex;;;Sala de Aulas normal;;;1
FTP03;LG;Fiscalidade;GB6;28;;;3;Ter;;;Sala de Aulas normal;;;1
FTP03;LG;Fiscalidade;GB6;28;;;3;Qua;;;Sala de Aulas normal;;;1
FTP03;LG;Fiscalidade;GB6;28;;;3;Sex;;;Sala de Aulas normal;;;1
GCNTP01;LGRH;Gestão de Conflitos e Negociação;GRHC1;57;;;6;Ter;;;Sala de Aulas normal;;;1
GCOSFLTP01;MED;Gestão Comparada de Organizações com e Sem Fins Lucrativos;MEDDLDMA1;16;;;4;Qui;;;Sala Aulas Mestrado;;;0
GCOSFLTP01;MED;Gestão Comparada de Organizações com e Sem Fins Lucrativos;MEDDLDMA1;16;;;4;Qui;;;Sala Aulas Mestrado;;;0
HCET01;LHMC;História Contemporânea da Energia;HMCB1;36;;;3;Qui;;;Sala de Aulas normal;;;1
HCETP02;LHMC;História Contemporânea da Energia;HMCB1;36;;;3;Qui;;;Sala de Aulas normal;;;1
HUT01;LHMC;História Urbana;HMCB1;39;;;6;Seg;;;Sala de Aulas normal;;;1
IntBuTP01;MGI;Negócios Internacionais;MGIA1;36;;;5;Qui;;;Sala Aulas Mestrado Plus;;;0
IOTP01;LG;Investigação Operacional;GC5;35;;;3;Seg;;;Sala de Aulas normal;;;1
IOTP01;LG;Investigação Operacional;GC5;35;;;3;Qua;;;Sala de Aulas normal;;;1
IOTP01;LG;Investigação Operacional;GC5;35;;;3;Qui;;;Sala de Aulas normal;;;1
IOTP02;LG;Investigação Operacional;GC4;35;;;3;Seg;;;Sala de Aulas normal;;;1
IOTP02;LG;Investigação Operacional;GC4;35;;;3;Qui;;;Sala de Aulas normal;;;1
IOTP02;LG;Investigação Operacional;GC4;35;;;3;Sex;;;Sala de Aulas normal;;;1
IOTP03;LG;Investigação Operacional;GC2;41;;;3;Seg;;;Sala de Aulas normal;;;1
IOTP03;LG;Investigação Operacional;GC2;41;;;3;Qua;;;Sala de Aulas normal;;;1
IOTP03;LG;Investigação Operacional;GC2;41;;;3;Qui;;;Sala de Aulas normal;;;1
IOTP04;LG;Investigação Operacional;GC6;35;;;3;Ter;;;Sala de Aulas normal;;;1
IOTP04;LG;Investigação Operacional;GC6;35;;;3;Qua;;;Sala de Aulas normal;;;1
IOTP04;LG;Investigação Operacional;GC6;35;;;3;Qui;;;Sala de Aulas normal;;;1
IOTP05;LG;Investigação Operacional;GCi;38;;;3;Ter;;;Sala de Aulas normal;;;1
IOTP05;LG;Investigação Operacional;GCi;38;;;3;Qua;;;Sala de Aulas normal;;;1
IOTP05;LG;Investigação Operacional;GCi;38;;;3;Qui;;;Sala de Aulas normal;;;1
IOTP06;LG;Investigação Operacional;GC3;39;;;3;Ter;;;Sala de Aulas normal;;;1
IOTP06;LG;Investigação Operacional;GC3;39;;;3;Qua;;;Sala de Aulas normal;;;1
IOTP06;LG;Investigação Operacional;GC3;39;;;3;Qui;;;Sala de Aulas normal;;;1
IOTP07;LG;Investigação Operacional;GC1;41;;;3;Ter;;;Sala de Aulas normal;;;1
IOTP07;LG;Investigação Operacional;GC1;41;;;3;Qua;;;Sala de Aulas normal;;;1
IOTP07;LG;Investigação Operacional;GC1;41;;;3;Qui;;;Sala de Aulas normal;;;1
L0101PL02;LE;Matemática I;EA3;33;;;3;Seg;;;Sala de Aulas normal;;;1
L0101PL02;LE;Matemática I;EA3;33;;;3;Qui;;;Sala de Aulas normal;;;1
L0101PL03;LE;Matemática I;EA2;33;;;3;Qua;;;Sala de Aulas normal;;;1
L0101PL03;LE;Matemática I;EA2;33;;;3;Qui;;;Sala de Aulas normal;;;1
L0101PL04;LE;Matemática I;EA1;33;;;3;Qua;;;Sala de Aulas normal;;;1
L0101PL04;LE;Matemática I;EA1;33;;;3;Sex;;;Sala de Aulas normal;;;1
L0101T01;LE;Matemática I;"EA3, EA2, EA1";99;;;3;Seg;;;Anfiteatro aulas;;;1
L0103TP01;LFC;Cálculo Financeiro;FCB1;39;;;3;Seg;;;Sala de Aulas normal;;;1
L0103TP01;LFC;Cálculo Financeiro;FCB1;39;;;3;Qua;;;Sala de Aulas normal;;;1
L0103TP02;LFC;Cálculo Financeiro;FCB2;38;;;3;Qua;;;Sala de Aulas normal;;;1
L0103TP02;LFC;Cálculo Financeiro;FCB2;38;;;3;Qui;;;Sala de Aulas normal;;;1
L0104TP01;LE;Estatística;EB2;49;;;3;Seg;;;Sala de Aulas normal;;;1
L0104TP01;LE;Estatística;EB2;49;;;3;Qua;;;Sala de Aulas normal;;;1
L0104TP01;LE;Estatística;EB2;49;;;3;Qui;;;Sala de Aulas normal;;;1
L0104TP02;LE;Estatística;EB1;56;;;3;Seg;;;Sala de Aulas normal;;;1
L0104TP02;LE;Estatística;EB1;56;;;3;Qua;;;Sala de Aulas normal;;;1
L0104TP02;LE;Estatística;EB1;56;;;3;Qui;;;Sala de Aulas normal;;;1
L0119-1TP01;LGM;Estatística I;GMKB1;56;;;3;Seg;;;Sala de Aulas normal;;;1
L0119-1TP01;LGM;Estatística I;GMKB1;56;;;3;Ter;;;Sala de Aulas normal;;;1
L0119-1TP01;LGM;Estatística I;GMKB1;56;;;3;Qui;;;Sala de Aulas normal;;;1
L0119TP01;LFC;Estatística I;FCB2;45;;;3;Seg;;;Sala de Aulas normal;;;1
L0119TP01;LFC;Estatística I;FCB2;45;;;3;Ter;;;Sala de Aulas normal;;;1
L0119TP01;LFC;Estatística I;FCB2;45;;;3;Qui;;;Sala de Aulas normal;;;1
L0119TP02;LFC;Estatística I;FCB1;43;;;3;Seg;;;Sala de Aulas normal;;;1
L0119TP02;LFC;Estatística I;FCB1;43;;;3;Ter;;;Sala de Aulas normal;;;1
L0119TP02;LFC;Estatística I;FCB1;43;;;3;Qui;;;Sala de Aulas normal;;;1
L0122TP01;LE;Análise de Dados;"EC2, EC1";38;;;3;Seg;;;Laboratório de Informática;;;1
L0122TP01;LE;Análise de Dados;"EC2, EC1";38;;;3;Qui;;;Laboratório de Informática;;;1
L0122TP01;LE;Análise de Dados;"EC2, EC1";38;;;3;Sex;;;Laboratório de Informática;;;1
L0131-2TP01;LETI;Análise Matemática I;"ETA2, ETA1";71;;;3;Seg;;;Sala de Aulas normal;;;1
L0131-2TP01;LETI;Análise Matemática I;"ETA2, ETA1";71;;;3;Qua;;;Sala de Aulas normal;;;1
L0131-2TP01;LETI;Análise Matemática I;"ETA2, ETA1";71;;;3;Qui;;;Sala de Aulas normal;;;1
L0131-2TP02;LETI;Análise Matemática I;"ETA4, ETA3";38;;;3;Seg;;;Sala de Aulas normal;;;1
L0131-2TP02;LETI;Análise Matemática I;"ETA4, ETA3";38;;;3;Qua;;;Sala de Aulas normal;;;1
L0131-2TP02;LETI;Análise Matemática I;"ETA4, ETA3";38;;;3;Qui;;;Sala de Aulas normal;;;1
L0131-3TP01;"LETI-PL, LEI-PL";Análise Matemática I;"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";92;;;6;Seg;;;Sala de Aulas normal;;;0
L0131-3TP01;"LETI-PL, LEI-PL";Análise Matemática I;"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";92;;;3;Sex;;;Sala de Aulas normal;;;0
L0131TP01;LEI;Análise Matemática I;"EIA4, EIA3";60;;;3;Seg;;;Sala de Aulas normal;;;1
L0131TP01;LEI;Análise Matemática I;"EIA4, EIA3";60;;;3;Qui;;;Sala de Aulas normal;;;1
L0131TP01;LEI;Análise Matemática I;"EIA4, EIA3";60;;;3;Sex;;;Sala de Aulas normal;;;1
L0131TP02;LEI;Análise Matemática I;"EIA2, EIA1";64;;;3;Ter;;;Sala de Aulas normal;;;1
L0131TP02;LEI;Análise Matemática I;"EIA2, EIA1";64;;;3;Qui;;;Sala de Aulas normal;;;1
L0131TP02;LEI;Análise Matemática I;"EIA2, EIA1";64;;;3;Sex;;;Sala de Aulas normal;;;1
L0135-1TP01;LIGE;Álgebra;"IA4, IA3";40;;;3;Ter;;;Sala de Aulas normal;;;1
L0135-1TP01;LIGE;Álgebra;"IA4, IA3";40;;;3;Qua;;;Sala de Aulas normal;;;1
L0135-1TP01;LIGE;Álgebra;"IA4, IA3";40;;;3;Sex;;;Sala de Aulas normal;;;1
L0135-1TP02;LIGE;Álgebra;"IA2, IA1";49;;;3;Ter;;;Sala de Aulas normal;;;1
L0135-1TP02;LIGE;Álgebra;"IA2, IA1";49;;;3;Qua;;;Sala de Aulas normal;;;1
L0135-1TP02;LIGE;Álgebra;"IA2, IA1";49;;;3;Sex;;;Sala de Aulas normal;;;1
