Turno;Curso;Unidade de execução;Turmas;Inscritos;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;slots;Dia da Semana;Inicio;Fim;Características da sala pedida para a aula;Sala;Lotação;Turno
L5200PL03;LP;Psicologia Social;"PA4, PA2";54;;;3;Qua;;;Sala de Aulas normal;;;1
L5200T01;LP;Psicologia Social;"PA4, PA3, PA2, PA1";107;;;3;Seg;;;Sala de Aulas normal;;;1
L5200TP04;LP;Psicologia Social;"PA3, PA1";53;;;3;Qua;;;Sala de Aulas normal;;;1
L5200TP05;LP;Psicologia Social;"PA4, PA2";54;;;3;Qua;;;Sala de Aulas normal;;;1
L5205PL01;LP;Competências Académicas I;"PA4, PA2";47;;;3;Qui;;;Sala de Aulas normal;;;1
L5205PL02;LP;Competências Académicas I;"PA3, PA1";56;;;3;Qui;;;Sala de Aulas normal;;;1
L5205TP04;LP;Competências Académicas I;"PA4, PA3, PA2, PA1";103;;;3;Qui;;;Sala de Aulas normal;;;1
L5209PL03;LP;"Percepção, Atenção e Memória";"PA3, PA1";61;;;3;Ter;;;Sala de Aulas normal;;;1
L5209T01;LP;"Percepção, Atenção e Memória";"PA4, PA3, PA2, PA1";123;;;3;Seg;;;Sala de Aulas normal;;;1
L5211T01;LP;Percepção de Pessoas e Relações Interpessoais;"PC4, PC3, PC2, PC1";15;;;3;Qua;;;Sala de Aulas normal;;;1
L5211TP04;LP;Percepção de Pessoas e Relações Interpessoais;"PC4, PC3, PC2, PC1";15;;;3;Qua;;;Sala de Aulas normal;;;1
L5214TP01;LP;História da Psicologia;"PB4, PB3, PB2, PB1";90;;;3;Seg;;;Sala de Aulas normal;;;1
L5214TP01;LP;História da Psicologia;"PB4, PB3, PB2, PB1";90;;;3;Ter;;;Sala de Aulas normal;;;1
L5216TP01;LP;"Aprendizagem, Motivação e Emoção";"PA4, PA2";57;;;3;Ter;;;Sala de Aulas normal;;;1
L5216TP01;LP;"Aprendizagem, Motivação e Emoção";"PA4, PA2";57;;;3;Qua;;;Sala de Aulas normal;;;1
L5216TP02;LP;"Aprendizagem, Motivação e Emoção";"PA3, PA1";65;;;3;Ter;;;Sala de Aulas normal;;;1
L5216TP02;LP;"Aprendizagem, Motivação e Emoção";"PA3, PA1";65;;;3;Qua;;;Sala de Aulas normal;;;1
L5219TP01;LP;Psicologia da Personalidade;"PB4, PB2";59;;;6;Seg;;;Sala de Aulas normal;;;1
L5219TP02;LP;Psicologia da Personalidade;"PB3, PB1";54;;;6;Ter;;;Sala de Aulas normal;;;1
L5225TP01;LP;Psicopatologia;"PC4, PC3, PC2, PC1";72;;;3;Qui;;;Sala de Aulas normal;;;1
L5239PL01;LP;Psicometria;"PC4, PC2";37;;;3;Ter;;;Sala de Aulas normal;;;1
L5239PL02;LP;Psicometria;"PC3, PC1";40;;;3;Qui;;;Sala de Aulas normal;;;1
L5239TP03;LP;Psicometria;"PC4, PC2";37;;;3;Ter;;;Sala de Aulas normal;;;1
L5239TP04;LP;Psicometria;"PC3, PC1";40;;;3;Qui;;;Sala de Aulas normal;;;1
L5240TP01;LP;Psicologia do Desenvolvimento do Adulto;"PB3, PB1";52;;;6;Qua;;;Sala de Aulas normal;;;1
L5240TP02;LP;Psicologia do Desenvolvimento do Adulto;"PB4, PB2";55;;;6;Qui;;;Sala de Aulas normal;;;1
L5242TP01;LP;Estatística e Análise de Dados III;"PC3, PC1";39;;;6;Seg;;;Sala de Aulas normal;;;1
L5242TP02;LP;Estatística e Análise de Dados III;"PC4, PC2";40;;;6;Qui;;;Sala de Aulas normal;;;1
L5300T01;LGRH;Tratamento de Informação;"GRHA2, GRHA1";59;;;3;Sex;;;Anfiteatro aulas;;;1
L5300TP02;LGRH;Tratamento de Informação;GRHA1;31;;;3;Seg;;;Laboratório de Informática;;;1
L5300TP02;LGRH;Tratamento de Informação;GRHA1;31;;;3;Qui;;;Sala de Aulas normal;;;1
L5300TP03;LGRH;Tratamento de Informação;GRHA2;28;;;3;Seg;;;Laboratório de Informática;;;1
L5300TP03;LGRH;Tratamento de Informação;GRHA2;28;;;3;Ter;;;Sala de Aulas normal;;;1
L5303-1T01;MIG;Sistemas Informáticos de Apoio à Decisão I;MIGA1;27;;;3;Seg;;;Sala Aulas Mestrado;;;0
L5303-1TP02;MIG;Sistemas Informáticos de Apoio à Decisão I;MIGA1;27;;;3;Seg;;;Sala Aulas Mestrado;;;0
L5303-2T01;"LIGE, LIGE-PL, MEI";Sistemas Informáticos de Apoio à Decisão I;"I-PLD1, MEI-SIGCA1";45;;;3;Qua;;;Sala Aulas Mestrado;;;0
L5303-2T02;"LIGE, LIGE-PL, MEI";Sistemas Informáticos de Apoio à Decisão I;ID1;60;;;3;Sex;;;Sala de Aulas normal;;;1
L5303-2TP03;"LIGE, LIGE-PL, MEI";Sistemas Informáticos de Apoio à Decisão I;MEI-SIGCA1;35;;;3;Qua;;;Sala Aulas Mestrado;;;0
L5303-2TP04;"LIGE, LIGE-PL, MEI";Sistemas Informáticos de Apoio à Decisão I;I-PLD1;10;;;3;Qui;;;Sala de Aulas normal;;;0
L5303-2TP05;"LIGE, LIGE-PL, MEI";Sistemas Informáticos de Apoio à Decisão I;ID1;60;;;3;Sex;;;Sala de Aulas normal;;;1
L5307-1TP01;"LEI-PL, LIGE-PL";Multimédia e Computação Gráfica;"I-PLC1, EI-PLC1";37;;;6;Qua;;;Sala de Aulas normal;;;0
L5307-1TP01;"LEI-PL, LIGE-PL";Multimédia e Computação Gráfica;"I-PLC1, EI-PLC1";37;;;3;Qui;;;Sala de Aulas normal;;;0
L5307-3TP01;LIGE;Multimédia e Computação Gráfica;"IC2, IC1";57;;;3;Qua;;;Sala de Aulas normal;;;1
L5307-3TP01;LIGE;Multimédia e Computação Gráfica;"IC2, IC1";57;;;6;Qui;;;Sala de Aulas normal;;;1
L5307TP01;LEI;Multimédia e Computação Gráfica;"EIC2, EIC1";58;;;6;Qua;;;Sala de Aulas normal;;;1
L5307TP01;LEI;Multimédia e Computação Gráfica;"EIC2, EIC1";58;;;3;Qui;;;Sala de Aulas normal;;;1
L5321TP01;ISCTE-IUL;História e Cultura Portuguesa;CI-IBS2;38;;;6;Qui;;;Sala de Aulas normal;;;1
L5321TP02;ISCTE-IUL;História e Cultura Portuguesa;CI-IBS1;30;;;6;Qua;;;Sala de Aulas normal;;;1
L5332TP01;MIA;Teoria da Arquitectura Contemporânea I;"ARC6, ARC5, ARC4, ARC3, ARC2, ARC1";64;;;6;Sex;;;Anfiteatro aulas;;;1
L5333TP01;MIA;História da Arquitectura Portuguesa;"ARD6, ARD5, ARD4, ARD3, ARD2, ARD1";56;;;6;Qui;;;Anfiteatro aulas;;;1
L5400-1TP01;LS-PL;Análise de Dados em Ciências Sociais - Descritiva;"S-PL-A2, S-PL-A1";56;;;9;Ter;;;Laboratório de Informática;;;0
L5400-2TP07;LS;Análise de Dados em Ciências Sociais - Descritiva;SA3;28;;;3;Qua;;;Sala de Aulas normal;;;1
L5400-2TP07;LS;Análise de Dados em Ciências Sociais - Descritiva;SA3;28;;;6;Qui;;;Laboratório de Informática;;;1
L5400-2TP08;LS;Análise de Dados em Ciências Sociais - Descritiva;SA1;31;;;3;Ter;;;Sala de Aulas normal;;;1
L5400-2TP08;LS;Análise de Dados em Ciências Sociais - Descritiva;SA1;31;;;6;Qua;;;Laboratório de Informática;;;1
L5400-2TP09;LS;Análise de Dados em Ciências Sociais - Descritiva;SA2;26;;;6;Ter;;;Laboratório de Informática;;;1
L5400-2TP09;LS;Análise de Dados em Ciências Sociais - Descritiva;SA2;26;;;3;Qua;;;Sala de Aulas normal;;;1
L5400-3TP05;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA1;32;;;3;Qua;;;Sala de Aulas normal;;;1
L5400-3TP05;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA1;32;;;6;Qui;;;Laboratório de Informática;;;1
L5400-3TP06;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA2;21;;;3;Qua;;;Sala de Aulas normal;;;1
L5400-3TP06;LCP;Análise de Dados em Ciências Sociais - Descritiva;CPA2;21;;;6;Qui;;;Laboratório de Informática;;;1
L5400TP03;LHMC;Análise de Dados em Ciências Sociais - Descritiva;HMCA1;60;;;3;Qua;;;Sala de Aulas normal;;;1
L5400TP03;LHMC;Análise de Dados em Ciências Sociais - Descritiva;HMCA1;60;;;6;Sex;;;Laboratório de Informática;;;1
L5402TP01;LCP;Introdução à Ciência Política;"CPA2, CPA1";48;;;6;Seg;;;Sala de Aulas normal;;;1
L5405TP01;LCP;Teoria Política: Clássicos e Modernos;"CPA2, CPA1";50;;;6;Qua;;;Sala de Aulas normal;;;1
L5408-1TP01;LS;Cultura e Sociedade;SA3;31;;;6;Qua;;;Sala de Aulas normal;;;1
L5408-1TP02;LS;Cultura e Sociedade;SA2;33;;;6;Qua;;;Sala de Aulas normal;;;1
L5408-1TP03;LS;Cultura e Sociedade;SA1;27;;;6;Qui;;;Sala de Aulas normal;;;1
L5408TP01;LS-PL;Cultura e Sociedade;S-PL-A2;20;;;6;Seg;;;Sala de Aulas normal;;;0
L5408TP02;LS-PL;Cultura e Sociedade;S-PL-A1;26;;;6;Qua;;;Sala de Aulas normal;;;0
L5410-1TP01;LS;Objecto e Método da Sociologia;"SA3, SA2";70;;;6;Seg;;;Sala de Aulas normal;;;1
L5410-1TP02;LS;Objecto e Método da Sociologia;SA1;37;;;6;Ter;;;Sala de Aulas normal;;;1
L5410TP01;LS-PL;Objecto e Método da Sociologia;"S-PL-A2, S-PL-A1";54;;;6;Qui;;;Sala de Aulas normal;;;0
L5411-1TP01;LS;Teorias Sociológicas Clássicas;SA1;49;;;6;Seg;;;Sala de Aulas normal;;;1
L5411-1TP02;LS;Teorias Sociológicas Clássicas;"SA3, SA2";91;;;6;Sex;;;Sala de Aulas normal;;;1
L5411TP01;LS-PL;Teorias Sociológicas Clássicas;S-PL-A1;44;;;6;Seg;;;Sala de Aulas normal;;;0
L5411TP02;LS-PL;Teorias Sociológicas Clássicas;S-PL-A2;37;;;6;Qua;;;Sala de Aulas normal;;;0
L6017TP01;"LFC, LGM";Gestão Integrada de Projectos;"GMKC1, FCC2, FCC1";28;;;6;Qui;;;Sala de Aulas normal;;;1
L6043TP01;"LFC, LGM";Análise de Dados para Gestão;"GMKC1, FCC2, FCC1";23;;;3;Qua;;;Laboratório de Informática;;;1
L6043TP01;"LFC, LGM";Análise de Dados para Gestão;"GMKC1, FCC2, FCC1";23;;;3;Qui;;;Laboratório de Informática;;;1
L6046TP01;LFC;Gestão de Activos Financeiros;FCC1;46;;;3;Seg;;;Sala de Aulas normal;;;1
L6046TP01;LFC;Gestão de Activos Financeiros;FCC1;46;;;3;Qua;;;Sala de Aulas normal;;;1
L6049-1T01;LIGE-PL;Gestão de Sistemas de Informação;I-PLD1;8;;;3;Seg;;;Sala de Aulas normal;;;0
L6049-1TP02;LIGE-PL;Gestão de Sistemas de Informação;I-PLD1;8;;;3;Seg;;;Sala de Aulas normal;;;0
L6049T01;LIGE;Gestão de Sistemas de Informação;ID1;57;;;3;Ter;;;Sala de Aulas normal;;;1
L6049T02;LIGE;Gestão de Sistemas de Informação;I-PLD1;0;;;3;Seg;;;Sala de Aulas normal;;;0
L6049TP03;LIGE;Gestão de Sistemas de Informação;ID1;57;;;3;Ter;;;Sala de Aulas normal;;;1
L6049TP04;LIGE;Gestão de Sistemas de Informação;I-PLD1;0;;;3;Seg;;;Sala de Aulas normal;;;0
L6060TP01;ISCTE-IUL;International Finance And Accounting;CI-IBS1;18;;;3;Seg;;;Sala de Aulas normal;;;1
L6060TP01;ISCTE-IUL;International Finance And Accounting;CI-IBS1;18;;;3;Qui;;;Sala de Aulas normal;;;1
L6061TP01;MIA;Gramáticas de Composição e Representação I;ARA1;32;;;6;Qua;;;Sala de Aulas normal;;;1
L6061TP02;MIA;Gramáticas de Composição e Representação I;ARA2;32;;;6;Qui;;;Arq 4;;;1
L6063T01;MIA;Cultura Arquitectónica;"ARA2, ARA1";65;;;3;Qua;;;Sala de Aulas normal;;;1
L6067TP01;MIA;Tecnologias da Construção I;ARB1;38;;;6;Ter;;;Arq 9;;;1
L6067TP02;MIA;Tecnologias da Construção I;ARB2;33;;;6;Sex;;;Arq 9;;;1
L6074TP01;MIA;Tecnologias da Construção III;"ARC3, ARC2, ARC1";39;;;6;Qua;;;Arq 9;;;1
L6074TP02;MIA;Tecnologias da Construção III;"ARC6, ARC5, ARC4";25;;;6;Qua;;;Arq 9;;;1
L6078TP01;MIA;"Arquitectura, Ambiente e Sustentabilidade";"ARD3, ARD2, ARD1";26;;;3;Seg;;;Arq 9;;;1
L6078TP01;MIA;"Arquitectura, Ambiente e Sustentabilidade";"ARD3, ARD2, ARD1";26;;;3;Qui;;;Arq 9;;;1
L6078TP02;MIA;"Arquitectura, Ambiente e Sustentabilidade";"ARD6, ARD5, ARD4";35;;;3;Qui;;;Arq 9;;;1
L6078TP02;MIA;"Arquitectura, Ambiente e Sustentabilidade";"ARD6, ARD5, ARD4";35;;;3;Sex;;;Arq 9;;;1
L6082-1T01;"MEU, MIA";Gestão Urbana;"ARE3, ARE2, ARE1";35;;;3;Ter;;;Laboratório de Informática;;;1
L6082-1T02;"MEU, MIA";Gestão Urbana;"ARE6, ARE5, ARE4";29;;;3;Qui;;;Laboratório de Informática;;;1
L6089TP01;MIA;História da Arquitectura e da Cidade I;ARB1;35;;;3;Seg;;;Sala de Aulas normal;;;1
L6089TP01;MIA;História da Arquitectura e da Cidade I;ARB1;35;;;3;Sex;;;Sala de Aulas normal;;;1
L6089TP02;MIA;História da Arquitectura e da Cidade I;ARB2;28;;;3;Seg;;;Sala de Aulas normal;;;1
L6089TP02;MIA;História da Arquitectura e da Cidade I;ARB2;28;;;3;Ter;;;Sala de Aulas normal;;;1
L6095PL01;MIA;Arquitectura V;"ARC2, ARC1";31;;;6;Seg;;;Arq 4;;;1
L6095PL01;MIA;Arquitectura V;"ARC2, ARC1";31;;;6;Qua;;;Arq 4;;;1
L6095PL01;MIA;Arquitectura V;"ARC2, ARC1";31;;;6;Sex;;;Arq 4;;;1
L6095PL02;MIA;Arquitectura V;"ARC4, ARC3";24;;;6;Seg;;;Arq 5;;;1
L6095PL02;MIA;Arquitectura V;"ARC4, ARC3";24;;;6;Qua;;;Arq 5;;;1
L6095PL02;MIA;Arquitectura V;"ARC4, ARC3";24;;;6;Sex;;;Arq 5;;;1
L6095PL03;MIA;Arquitectura V;"ARC6, ARC5";21;;;6;Seg;;;Arq 6;;;1
L6095PL03;MIA;Arquitectura V;"ARC6, ARC5";21;;;6;Qua;;;Arq 6;;;1
L6095PL03;MIA;Arquitectura V;"ARC6, ARC5";21;;;6;Sex;;;Arq 6;;;1
L6096PL02;MIA;Projecto Final de Arquitectura;"ARE2, ARE1";22;;;6;Ter;;;Arq 1;;;1
L6096PL02;MIA;Projecto Final de Arquitectura;"ARE2, ARE1";22;;;6;Qui;;;Arq 1;;;1
L6096PL03;MIA;Projecto Final de Arquitectura;"ARE4, ARE3";26;;;6;Ter;;;Arq 2;;;1
L6096PL03;MIA;Projecto Final de Arquitectura;"ARE4, ARE3";26;;;6;Qui;;;Arq 2;;;1
L6096PL04;MIA;Projecto Final de Arquitectura;"ARE6, ARE5";26;;;6;Ter;;;Arq 3;;;1
L6096PL04;MIA;Projecto Final de Arquitectura;"ARE6, ARE5";26;;;6;Qui;;;Arq 3;;;1
L6096S05;MIA;Projecto Final de Arquitectura;"ARE2, ARE1";22;;;3;Ter;;;Arq 1;;;1
L6096S06;MIA;Projecto Final de Arquitectura;"ARE4, ARE3";28;;;6;Qua;;;Arq 2;;;1
L6096S07;MIA;Projecto Final de Arquitectura;"ARE6, ARE5";24;;;3;Qui;;;Arq 3;;;1
L6098T01;MIA;Legislação em Arquitectura;"ARE6, ARE5, ARE4, ARE3, ARE2, ARE1";35;;;6;Qui;;;Sala Aulas Mestrado Plus;;;1
L6099-1PL01;LS;Laboratório de Pesquisa Observacional;SB2;27;;;6;Qua;;;Sala de Aulas normal;;;1
L6099-1PL02;LS;Laboratório de Pesquisa Observacional;SB1;33;;;6;Sex;;;Sala de Aulas normal;;;1
L6099PL01;LS-PL;Laboratório de Pesquisa Observacional;S-PL-B1;27;;;6;Qua;;;Sala de Aulas normal;;;0
L6102-1TP01;LS;Classes Sociais e Estratificação;SB1;38;;;6;Qua;;;Sala de Aulas normal;;;1
L6102-1TP02;LS;Classes Sociais e Estratificação;SB2;29;;;3;Qui;;;Sala de Aulas normal;;;1
L6102-1TP02;LS;Classes Sociais e Estratificação;SB2;29;;;3;Qui;;;Sala de Aulas normal;;;1
L6102-2TP01;LSS-PL;Classes Sociais e Estratificação;"SS-PL-B2, SS-PL-B1";52;;;6;Seg;;;Sala de Aulas normal;;;1
L6102TP01;LS-PL;Classes Sociais e Estratificação;S-PL-B1;36;;;6;Qui;;;Sala de Aulas normal;;;0
L6103-1TP01;LS;Teorias Sociológicas Contemporâneas;SB1;42;;;6;Seg;;;Sala de Aulas normal;;;1
L6103-1TP02;LS;Teorias Sociológicas Contemporâneas;SB2;32;;;6;Seg;;;Sala de Aulas normal;;;1
L6103TP01;LS-PL;Teorias Sociológicas Contemporâneas;S-PL-B1;39;;;6;Sex;;;Sala de Aulas normal;;;0
L6105-1TP03;LS;Análise de Dados em Ciências Sociais: Modelos de Dependência;SB1;47;;;6;Ter;;;Sala de Aulas normal;;;1
L6105-1TP04;LS;Análise de Dados em Ciências Sociais: Modelos de Dependência;SB2;37;;;6;Ter;;;Sala de Aulas normal;;;1
L6105-2TP01;LCP;Análise de Dados em Ciências Sociais: Modelos de Dependência;CPB1;48;;;6;Qua;;;Sala de Aulas normal;;;1
L6105TP02;LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;S-PL-B1;37;;;6;Ter;;;Sala de Aulas normal;;;0
L6119TP01;LCP;Instituições e Políticas Europeias;CPC1;27;;;6;Qui;;;Sala NEE;;;1
L6120-2TP01;"LCP, LS";Metodologias de Planeamento;"CPC1, SC3, SC2, SC1";30;;;6;Qui;;;Laboratório de Informática;;;1
L6121-2TP01;"LCP, LS";Modernidade e Questão Social;"CPC1, SC3, SC2, SC1";40;;;6;Qui;;;Sala de Aulas normal;;;1
L6121-3TP01;LSS-PL;Modernidade e Questão Social;"SS-PL-A2, SS-PL-A1";60;;;6;Ter;;;Sala de Aulas normal;;;0
L7001TP01;ISCTE-IUL;Management in International Organizations;CI-IBS1;39;;;6;Ter;;;Sala de Aulas normal;;;1
LGOTP01;LGRH;Liderança e Governança Organizacional;GRHC1;51;;;3;Qua;;;Sala de Aulas normal;;;1
LGOTP01;LGRH;Liderança e Governança Organizacional;GRHC1;51;;;3;Qui;;;Sala de Aulas normal;;;1
M0108TP01;MCCTI;Comunicação Política (Ch);MCCTI-CP-A1;16;;;4;Seg;;;Sala Aulas Mestrado;;;0
M0117TP01;MCCTI;Práticas Discursivas;"MCCTI-ICR-A1, MCCTI-CIC-A1";20;;;4;Qua;;;Sala Aulas Mestrado;;;0
M0117TP02;MCCTI;Práticas Discursivas;"MCCTI-CP-A1, MCCTI-MJ-A1";36;;;4;Qua;;;Sala Aulas Mestrado;;;0
M0627TP01;MF;Investimentos (6ects);MFA1;34;;;3;Ter;;;Sala Aulas Mestrado Plus;;;1
M0627TP01;MF;Investimentos (6ects);MFA1;34;;;3;Qui;;;Sala Aulas Mestrado Plus;;;1
M0751TP01;MEA;História de África (Mea);MEAPRIA1;10;;;9;Qua;;;Sala Aulas Mestrado;;;0
M0784TP02;MEA;"Planeamento, Gestão e Avaliação de Programas e de Projectos";MEAGDCA1;9;;;9;Qua;;;Sala Aulas Mestrado;;;0
M0825-1TP01;"MEU, MHMC";História das Cidades e das Formas Urbanas;MHMCCPA1;6;;;4;Ter;;;Sala Aulas Mestrado;;;0
M0832TP01;"MEECult, MGEC";Museus e História Contemporânea;"MGEC-M-B1, MEEC-M-B1";5;;;4;Qui;;;Sala Aulas Mestrado;;;0
M1503TP01;MGE;Métodos Quantitativos;MGEA2;5;;;3;Qua;;;Sala Aulas Mestrado Plus;;;1
M1503TP01;MGE;Métodos Quantitativos;MGEA2;5;;;3;Sex;;;Laboratório de Informática;;;1
M1503TP02;MGE;Métodos Quantitativos;MGEA1;53;;;3;Seg;;;Laboratório de Informática;;;1
M1503TP02;MGE;Métodos Quantitativos;MGEA1;53;;;3;Qua;;;Sala Aulas Mestrado Plus;;;1
M1617TP01;MGST;Análise de Projectos de Investimento;MGSTA1;24;;;3;Qua;;;Sala Aulas Mestrado;;;1
M1617TP01;MGST;Análise de Projectos de Investimento;MGSTA1;24;;;3;Qui;;;Sala Aulas Mestrado;;;1
M1905TP01;MCTRL;Administração de Pessoal;MCTRLA1;14;;;4;Qua;;;Sala Aulas Mestrado;;;0
M2405TP01;MF;Opções Financeiras;MFA1;36;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
M2405TP01;MF;Opções Financeiras;MFA1;36;;;3;Qui;;;Sala Aulas Mestrado Plus;;;1
M2421TP01;MMF;Derivados e Gestão de Riscos;MMFA1;4;;;4;Sáb;;;Sala Aulas Mestrado;;;1
M2512TP02;MAP;Estado e Administração Pública;MAPA1;44;;;4;Qua;;;Sala Aulas Mestrado;;;0
M2712TP01;MC;Fiscalidade Empresarial;MContA1;36;;;3;Qui;;;Sala Aulas Mestrado;;;1
M2712TP01;MC;Fiscalidade Empresarial;MContA1;36;;;3;Sex;;;Sala Aulas Mestrado;;;1
M3504TP01;ME;Métodos Econométricos;MEA1;25;;;6;Qua;;;Laboratório de Informática;;;1
M3505TP01;MG;Análise de Dados (2.º Ciclo);MGA1;39;;;3;Seg;;;Laboratório de Informática;;;1
M3505TP01;MG;Análise de Dados (2.º Ciclo);MGA1;39;;;3;Qua;;;Sala Aulas Mestrado;;;1
M3505TP02;MG;Análise de Dados (2.º Ciclo);MGA2;36;;;3;Seg;;;Laboratório de Informática;;;1
M3505TP02;MG;Análise de Dados (2.º Ciclo);MGA2;36;;;3;Qua;;;Sala Aulas Mestrado;;;1
M3505TP03;MG;Análise de Dados (2.º Ciclo);MGA3;40;;;3;Seg;;;Sala Aulas Mestrado;;;1
M3505TP03;MG;Análise de Dados (2.º Ciclo);MGA3;40;;;3;Qua;;;Laboratório de Informática;;;1
M3505TP04;MG;Análise de Dados (2.º Ciclo);MGA4;37;;;3;Qua;;;Sala Aulas Mestrado;;;1
M3505TP04;MG;Análise de Dados (2.º Ciclo);MGA4;37;;;3;Qui;;;Laboratório de Informática;;;1
M4310T01;"METI, MEI";Programação Avançada;"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1";32;;;3;Seg;;;Sala Aulas Mestrado;;;0
M4310TP02;"METI, MEI";Programação Avançada;"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1";34;;;3;Ter;;;Laboratório de Informática;;;0
M4315T01;"METI, MEI";Comunicação em Multimédia;"METIB1, MEI-SIGCB1, MEI-MB1";36;;;6;Seg;;;Sala Aulas Mestrado;;;0
M4316PL03;"METI, MEI";Processamento de Sinal Multimédia;METIA1;27;;;3;Seg;;;Lab ISTA;;;1
M4316PL04;"METI, MEI";Processamento de Sinal Multimédia;"METI-PLA1, MEI-SIGCB1, MEI-MB1";31;;;3;Seg;;;Lab ISTA;;;0
M4316T01;"METI, MEI";Processamento de Sinal Multimédia;METIA1;27;;;3;Seg;;;Sala Aulas Mestrado;;;1
M4316T02;"METI, MEI";Processamento de Sinal Multimédia;"METI-PLA1, MEI-SIGCB1, MEI-MB1";31;;;3;Seg;;;Sala Aulas Mestrado;;;0
M4502TP01;MHMC;Diplomacia e Política Externa no Antigo Regime;MHMCRIA1;5;;;4;Ter;;;Sala Aulas Mestrado;;;0
M4705T01;MEI;Aprendizagem Automática;"MEI-SIGCA1, MEI-MA1";50;;;6;Qui;;;Anfiteatro aulas;;;0
M5500TP01;MM;Estratégia de Marketing;MMA2;35;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
M5500TP01;MM;Estratégia de Marketing;MMA2;35;;;3;Qua;;;Sala Aulas Mestrado Plus;;;1
M5500TP02;MM;Estratégia de Marketing;MMA1;36;;;3;Qua;;;Sala Aulas Mestrado Plus;;;1
M5500TP02;MM;Estratégia de Marketing;MMA1;36;;;3;Qui;;;Sala Aulas Mestrado Plus;;;1
M6800-1TP01;"MEPP, MPP";"Estado, Economia e Políticas Públicas";"MEPPA1, MPPA1";23;;;4;Ter;;;Sala Aulas Mestrado;;;0
M6904TP01;MESS;Seminário I: Economia Social e Solidária e Debates Conceptuais;MESSA1;12;;;8;Seg;;;Sala Aulas Mestrado;;;0
M7026-1TP01;"MCTRL, MS";Sociologia do Trabalho e do Emprego;"MSocA1, MSA1, MCTRLA1";29;;;4;Seg;;;Sala Aulas Mestrado;;;0
M7200TP01;MESS;Estratégias Empresariais e Instrumentos de Gestão na Economia Solidária;MESSA1;12;;;8;Ter;;;Sala Aulas Mestrado;;;0
M7403TP03;"MPCPCJR, MPCPM, MPSS";Psicologia Comunitária;"MPSSA1, MPCPMB1, MPCPCJRA1";45;;;8;Ter;;;Sala Aulas Mestrado;;;0
M7606TP01;MMF;Econometria dos Mercados Financeiros;MMFB1;1;;;8;Sáb;;;Laboratório de Informática;;;1
M7622TP01;MHMC;Culturas Urbanas/ Culturas Populares;"MHMCPCCA1, MHMCCPA1";13;;;4;Qua;;;Sala Aulas Mestrado;;;0
M8062TP01;MS;Instituições nas Sociedades Contemporâneas;"MSocA1, MSA1";28;;;4;Ter;;;Sala Aulas Mestrado;;;0
M8065-2TP01;MS;Desigualdades Sociais Contemporâneas;"MSocA1, MSA1";24;;;4;Ter;;;Sala Aulas Mestrado;;;0
M8065TP01;"MES, MPP, MSS";Desigualdades Sociais Contemporâneas;"MPPA1, MSSA1, MESA1";76;;;4;Qui;;;Sala Aulas Mestrado;;;0
M8099TP01;"MCTRL, MCCTI, MPP, MS";Sociologia das Profissões (2.º Ciclo);"MSocA1, MPPA1, MSA1";7;;;4;Qua;;;Sala Aulas Mestrado;;;0
M8106TP01;"MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS";Análise de Arquivos e de Outras Fontes Documentais;"MEAPRIA1, MEAGDCA1, MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1, MCTRLB1, MESB1";37;;;4;Qui;;;Sala Aulas Mestrado;;;0
M8109-6TP01;MED;Pesquisa de Terreno;"MEDDSB1, MEDDLDMB1";19;;;4;Ter;;;Sala Aulas Mestrado;;;0
M8109TP01;"MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS";Pesquisa de Terreno;"MEAPRIA1, MEAGDCA1, MEEC-PPC-B1, MEEC-GC-B1, MEEC-M-B1, MEEC-EIC-B1, MCTRLB1, MESB1";26;;;4;Ter;;;Sala Aulas Mestrado;;;0
M8109TP02;"MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS";Pesquisa de Terreno;"MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1";35;;;4;Qua;;;Sala Aulas Mestrado;;;0
M8115-1T01;"METI, MEI, MIA";Som e Vídeo para Multimédia;"ARE6, ARE5, ARE4, ARE3, ARE2, ARE1, METI-PLA1, METIA1, MEI-MB1, MEI-MA1";37;;;6;Qua;;;Sala Aulas Mestrado;;;0
M8116T01;"METI, MEI";Animação por Computador;"MEI-SIGCB1, MEI-SIGCA1, MEI-MA1";27;;;6;Ter;;;Laboratório de Informática;;;0
